------------------------------------------------------------------
Benchmark                        Time             CPU   Iterations
InversionCount/44032       1780670 ns      1780582 ns          393
InversionCount/44544       1809067 ns      1809051 ns          381
InversionCount/45056       1789352 ns      1789341 ns          381
InversionCount/45568       1822850 ns      1822838 ns          382
InversionCount/46080       1842374 ns      1842376 ns          371
InversionCount/46592       1880077 ns      1880081 ns          375
InversionCount/47104       1874646 ns      1874648 ns          377
InversionCount/47616       1902595 ns      1902597 ns          374
InversionCount/48128       1894319 ns      1894304 ns          369
InversionCount/48640       1896950 ns      1896935 ns          370
InversionCount/49152       1890857 ns      1890842 ns          362
InversionCount/49664       1981157 ns      1981142 ns          356
InversionCount/50176       1972608 ns      1972593 ns          349
InversionCount/50688       2041190 ns      2041174 ns          345
InversionCount/51200       2060929 ns      2060914 ns          344
InversionCount/51712       2083428 ns      2083412 ns          330
InversionCount/52224       2085780 ns      2085755 ns          333
InversionCount/52736       2059422 ns      2059407 ns          340
InversionCount/53248       2145783 ns      2145786 ns          327
InversionCount/53760       2157552 ns      2157556 ns          322
InversionCount/54272       2197693 ns      2197697 ns          315
InversionCount/54784       2151177 ns      2151180 ns          327
InversionCount/55296       2184560 ns      2184564 ns          314
InversionCount/55808       2211425 ns      2211408 ns          315
InversionCount/56320       2244187 ns      2244170 ns          310
InversionCount/56832       2222104 ns      2222086 ns          312
InversionCount/57344       2215805 ns      2215786 ns          315
InversionCount/57856       2274231 ns      2274216 ns          305
InversionCount/58368       2299470 ns      2299455 ns          305
InversionCount/58880       2304722 ns      2304707 ns          301
InversionCount/59392       2394052 ns      2394035 ns          293
InversionCount/59904       2374224 ns      2374207 ns          291
InversionCount/60416       2396599 ns      2396580 ns          291
InversionCount/60928       2415903 ns      2415884 ns          287
InversionCount/61440       2428357 ns      2428336 ns          282
InversionCount/61952       2468001 ns      2467980 ns          282
InversionCount/62464       2476641 ns      2476624 ns          279
InversionCount/62976       2517718 ns      2517699 ns          280
InversionCount/63488       2484351 ns      2484331 ns          282
InversionCount/64000       2523398 ns      2523378 ns          280
InversionCount/64512       2522351 ns      2522331 ns          271
InversionCount/65535       2534325 ns      2534306 ns          266
InversionCount/65536       2542225 ns      2542207 ns          275
InversionCount/131072      5271037 ns      5271053 ns          117
InversionCount/262144     10969286 ns     10959008 ns           57
InversionCount/524288     24046244 ns     24046324 ns           27
InversionCount/1048576    56172573 ns     56171652 ns           11
InversionCount/2097152   144824800 ns    144822962 ns            4
InversionCount/4194304   542359200 ns    542350263 ns            1
InversionCount/8388608  1132624600 ns   1132616900 ns            1
InversionCount/16777216 2370891000 ns   2370882511 ns            1
InversionCount/33554432 4985683700 ns   4969701982 ns            1
--------------------------------------------------------------
Benchmark                    Time             CPU   Iterations
--------------------------------------------------------------
InversionCount/512       17543 ns        17543 ns        40281
InversionCount/513       17588 ns        17588 ns        40265
InversionCount/514       17660 ns        17660 ns        38870
InversionCount/515       17705 ns        17705 ns        40115
InversionCount/516       17890 ns        17890 ns        39143
InversionCount/517       17838 ns        17838 ns        39326
InversionCount/518       18169 ns        18169 ns        37858
InversionCount/519       18236 ns        18236 ns        38695
InversionCount/520       18383 ns        18383 ns        38511
InversionCount/521       18399 ns        18399 ns        38158
InversionCount/522       18461 ns        18461 ns        37663
InversionCount/523       18284 ns        18284 ns        37771
InversionCount/524       18514 ns        18514 ns        38415
InversionCount/525       18594 ns        18594 ns        37138
InversionCount/526       17597 ns        17596 ns        40219
InversionCount/527       18888 ns        18889 ns        37323
InversionCount/528       18887 ns        18887 ns        36899
InversionCount/529       18867 ns        18867 ns        37443
InversionCount/530       18894 ns        18894 ns        36611
InversionCount/531       19046 ns        19046 ns        37551
InversionCount/532       18380 ns        18380 ns        39512
InversionCount/533       19143 ns        19143 ns        35979
InversionCount/534       18813 ns        18813 ns        36529
InversionCount/535       17844 ns        17844 ns        39563
InversionCount/536       16742 ns        16742 ns        41551
InversionCount/537       19077 ns        19077 ns        37080
InversionCount/538       19093 ns        19093 ns        36057
InversionCount/539       19038 ns        19038 ns        35977
InversionCount/540       19305 ns        19305 ns        35723
InversionCount/541       17589 ns        17589 ns        39724
InversionCount/542       19123 ns        19123 ns        36763
InversionCount/543       19033 ns        19033 ns        36949
InversionCount/544       17748 ns        17748 ns        39628
InversionCount/545       17984 ns        17984 ns        38786
InversionCount/546       19378 ns        19378 ns        37038
InversionCount/547       19910 ns        19910 ns        35266
InversionCount/548       19488 ns        19488 ns        35675
InversionCount/549       19734 ns        19734 ns        35424
InversionCount/550       19615 ns        19615 ns        35840
InversionCount/551       19640 ns        19640 ns        35135
InversionCount/552       20074 ns        20074 ns        36113
InversionCount/553       19864 ns        19864 ns        35709
InversionCount/554       19650 ns        19650 ns        34873
InversionCount/555       19141 ns        19141 ns        38637
InversionCount/556       19540 ns        19540 ns        34675
InversionCount/557       20154 ns        20154 ns        34892
InversionCount/558       20004 ns        20004 ns        34651
InversionCount/559       19528 ns        19527 ns        35845
InversionCount/560       18350 ns        18350 ns        38582
InversionCount/561       20063 ns        20063 ns        34395
InversionCount/562       20017 ns        20017 ns        35466
InversionCount/563       18758 ns        18758 ns        37227
InversionCount/564       20419 ns        20419 ns        34251
InversionCount/565       20551 ns        20551 ns        33958
InversionCount/566       20307 ns        20307 ns        34187
InversionCount/567       20333 ns        20333 ns        33305
InversionCount/568       20479 ns        20480 ns        34646
InversionCount/569       20270 ns        20270 ns        34859
InversionCount/570       20520 ns        20520 ns        34329
InversionCount/571       20707 ns        20707 ns        34176
InversionCount/572       20591 ns        20591 ns        34345
InversionCount/573       20530 ns        20530 ns        33449
InversionCount/574       20763 ns        20763 ns        33451
InversionCount/575       20330 ns        20330 ns        33551
InversionCount/576       20526 ns        20526 ns        32782
InversionCount/577       20678 ns        20678 ns        34302
InversionCount/578       20820 ns        20820 ns        33741
InversionCount/579       20688 ns        20688 ns        33520
InversionCount/580       20656 ns        20656 ns        33265
InversionCount/581       20814 ns        20814 ns        33878
InversionCount/582       19914 ns        19914 ns        34564
InversionCount/583       20894 ns        20894 ns        34342
InversionCount/584       20544 ns        20544 ns        33059
InversionCount/585       20828 ns        20828 ns        33362
InversionCount/586       19906 ns        19906 ns        35319
InversionCount/587       20900 ns        20900 ns        33595
InversionCount/588       20954 ns        20954 ns        33380
InversionCount/589       20917 ns        20917 ns        32624
InversionCount/590       21012 ns        21012 ns        33210
InversionCount/591       21252 ns        21252 ns        33523
InversionCount/592       20257 ns        20257 ns        35259
InversionCount/593       21162 ns        21162 ns        33714
InversionCount/594       21173 ns        21173 ns        32631
InversionCount/595       21285 ns        21286 ns        32676
InversionCount/596       21192 ns        21192 ns        32527
InversionCount/597       21274 ns        21274 ns        33058
InversionCount/598       21458 ns        21458 ns        33365
InversionCount/599       21405 ns        21405 ns        32591
InversionCount/600       21376 ns        21376 ns        32569
InversionCount/601       21546 ns        21547 ns        32629
InversionCount/602       20423 ns        20423 ns        33900
InversionCount/603       21457 ns        21457 ns        32721
InversionCount/604       21586 ns        21586 ns        32084
InversionCount/605       20089 ns        20089 ns        34752
InversionCount/606       21750 ns        21750 ns        32215
InversionCount/607       21741 ns        21741 ns        32749
InversionCount/608       21476 ns        21476 ns        32573
InversionCount/609       21643 ns        21643 ns        32180
InversionCount/610       21695 ns        21695 ns        32274
InversionCount/611       21552 ns        21552 ns        31829
InversionCount/612       20014 ns        20014 ns        35284
InversionCount/613       21827 ns        21827 ns        31913
InversionCount/614       21680 ns        21680 ns        31938
InversionCount/615       21980 ns        21980 ns        31866
InversionCount/616       21546 ns        21546 ns        32767
InversionCount/617       22032 ns        22032 ns        32050
InversionCount/618       21906 ns        21906 ns        32431
InversionCount/619       22012 ns        22012 ns        32176
InversionCount/620       21718 ns        21718 ns        32295
InversionCount/621       21876 ns        21876 ns        32108
InversionCount/622       21661 ns        21661 ns        32244
InversionCount/623       21959 ns        21959 ns        32165
InversionCount/624       19573 ns        19573 ns        35458
InversionCount/625       19097 ns        19097 ns        36597
InversionCount/626       22128 ns        22128 ns        31918
InversionCount/627       21345 ns        21345 ns        32385
InversionCount/628       21934 ns        21935 ns        31699
InversionCount/629       20472 ns        20472 ns        34624
InversionCount/630       22137 ns        22137 ns        31273
InversionCount/631       22195 ns        22195 ns        31652
InversionCount/632       21825 ns        21825 ns        32125
InversionCount/633       21798 ns        21798 ns        33106
InversionCount/634       21750 ns        21750 ns        32323
InversionCount/635       20875 ns        20875 ns        33813
InversionCount/636       22163 ns        22163 ns        32048
InversionCount/637       22118 ns        22118 ns        31966
InversionCount/638       21749 ns        21749 ns        32450
InversionCount/639       22112 ns        22112 ns        31796
InversionCount/640       21804 ns        21804 ns        31991
InversionCount/641       21201 ns        21201 ns        33199
InversionCount/642       22239 ns        22239 ns        31315
InversionCount/643       22293 ns        22293 ns        31461
InversionCount/644       22324 ns        22324 ns        31449
InversionCount/645       22391 ns        22391 ns        31436
InversionCount/646       22373 ns        22373 ns        30804
InversionCount/647       22541 ns        22541 ns        31073
InversionCount/648       22386 ns        22386 ns        31027
InversionCount/649       21782 ns        21782 ns        32323
InversionCount/650       22740 ns        22740 ns        28891
InversionCount/651       20829 ns        20829 ns        33071
InversionCount/652       22742 ns        22742 ns        30364
InversionCount/653       22920 ns        22920 ns        30448
InversionCount/654       22709 ns        22709 ns        30977
InversionCount/655       23056 ns        23056 ns        30539
InversionCount/656       22664 ns        22664 ns        30930
InversionCount/657       22053 ns        22053 ns        31552
InversionCount/658       22893 ns        22893 ns        30636
InversionCount/659       23178 ns        23178 ns        30676
InversionCount/660       22971 ns        22971 ns        30266
InversionCount/661       23024 ns        23024 ns        30553
InversionCount/662       23239 ns        23239 ns        29791
InversionCount/663       23142 ns        23142 ns        29989
InversionCount/664       22992 ns        22992 ns        29543
InversionCount/665       23284 ns        23284 ns        30297
InversionCount/666       23169 ns        23169 ns        30022
InversionCount/667       22633 ns        22633 ns        30198
InversionCount/668       23263 ns        23263 ns        30579
InversionCount/669       23328 ns        23328 ns        29921
InversionCount/670       23625 ns        23625 ns        29793
InversionCount/671       23361 ns        23361 ns        29755
InversionCount/672       20837 ns        20837 ns        33402
InversionCount/673       21734 ns        21734 ns        32082
InversionCount/674       23630 ns        23630 ns        29689
InversionCount/675       23948 ns        23948 ns        29532
InversionCount/676       23926 ns        23926 ns        29184
InversionCount/677       23799 ns        23799 ns        29218
InversionCount/678       23891 ns        23891 ns        29391
InversionCount/679       23930 ns        23930 ns        29594
InversionCount/680       23595 ns        23595 ns        29493
InversionCount/681       23730 ns        23730 ns        30008
InversionCount/682       21301 ns        21301 ns        32566
InversionCount/683       23889 ns        23889 ns        28862
InversionCount/684       24221 ns        24221 ns        28917
InversionCount/685       24178 ns        24178 ns        28639
InversionCount/686       24254 ns        24254 ns        28895
InversionCount/687       24357 ns        24357 ns        29526
InversionCount/688       24183 ns        24183 ns        28527
InversionCount/689       24377 ns        24377 ns        28966
InversionCount/690       24234 ns        24234 ns        29099
InversionCount/691       24181 ns        24181 ns        28710
InversionCount/692       24387 ns        24388 ns        28750
InversionCount/693       24171 ns        24171 ns        28623
InversionCount/694       24663 ns        24664 ns        28302
InversionCount/695       24738 ns        24738 ns        29110
InversionCount/696       24279 ns        24279 ns        28638
InversionCount/697       24490 ns        24490 ns        28355
InversionCount/698       23616 ns        23616 ns        30154
InversionCount/699       24967 ns        24967 ns        28329
InversionCount/700       24680 ns        24680 ns        28242
InversionCount/701       24784 ns        24784 ns        27987
InversionCount/702       24727 ns        24727 ns        28430
InversionCount/703       24490 ns        24490 ns        28697
InversionCount/704       25090 ns        25090 ns        28108
InversionCount/705       24693 ns        24693 ns        28497
InversionCount/706       25066 ns        25066 ns        28255
InversionCount/707       24942 ns        24942 ns        27728
InversionCount/708       25319 ns        25319 ns        27364
InversionCount/709       25285 ns        25285 ns        28128
InversionCount/710       24902 ns        24902 ns        28236
InversionCount/711       24737 ns        24737 ns        27953
InversionCount/712       25273 ns        25274 ns        27427
InversionCount/713       24446 ns        24446 ns        28769
InversionCount/714       25213 ns        25213 ns        27089
InversionCount/715       25314 ns        25314 ns        27887
InversionCount/716       25450 ns        25450 ns        27737
InversionCount/717       25438 ns        25438 ns        27949
InversionCount/718       25277 ns        25277 ns        27670
InversionCount/719       25342 ns        25342 ns        27230
InversionCount/720       22589 ns        22589 ns        30772
InversionCount/721       23997 ns        23997 ns        28409
InversionCount/722       25276 ns        25277 ns        27055
InversionCount/723       25696 ns        25696 ns        27366
InversionCount/724       24882 ns        24882 ns        28190
InversionCount/725       25220 ns        25220 ns        27822
InversionCount/726       25144 ns        25144 ns        26995
InversionCount/727       25457 ns        25457 ns        27229
InversionCount/728       25500 ns        25500 ns        27224
InversionCount/729       23986 ns        23986 ns        28593
InversionCount/730       25934 ns        25934 ns        26677
InversionCount/731       26064 ns        26065 ns        26892
InversionCount/732       26033 ns        26033 ns        26417
InversionCount/733       25900 ns        25900 ns        27198
InversionCount/734       22731 ns        22731 ns        30842
InversionCount/735       25827 ns        25827 ns        27138
InversionCount/736       25615 ns        25615 ns        27528
InversionCount/737       25787 ns        25787 ns        26999
InversionCount/738       26126 ns        26126 ns        26388
InversionCount/739       25998 ns        25998 ns        26630
InversionCount/740       26363 ns        26363 ns        26483
InversionCount/741       25750 ns        25750 ns        26916
InversionCount/742       25976 ns        25976 ns        26597
InversionCount/743       24150 ns        24150 ns        28426
InversionCount/744       26082 ns        26082 ns        26412
InversionCount/745       26054 ns        26054 ns        26689
InversionCount/746       26154 ns        26154 ns        26737
InversionCount/747       26129 ns        26129 ns        27018
InversionCount/748       26266 ns        26266 ns        26536
InversionCount/749       26425 ns        26425 ns        26621
InversionCount/750       26156 ns        26157 ns        26507
InversionCount/751       26278 ns        26278 ns        26913
InversionCount/752       23094 ns        23094 ns        30202
InversionCount/753       35554 ns        35554 ns        26593
InversionCount/754       25849 ns        25849 ns        26212
InversionCount/755       26166 ns        26166 ns        26594
InversionCount/756       26464 ns        26464 ns        26612
InversionCount/757       25723 ns        25723 ns        27056
InversionCount/758       26479 ns        26479 ns        26267
InversionCount/759       26267 ns        26267 ns        26089
InversionCount/760       26506 ns        26506 ns        26248
InversionCount/761       26776 ns        26776 ns        26232
InversionCount/762       26661 ns        26661 ns        26336
InversionCount/763       26593 ns        26594 ns        26335
InversionCount/764       26547 ns        26547 ns        26392
InversionCount/765       27056 ns        27056 ns        26140
InversionCount/766       26276 ns        26276 ns        26450
InversionCount/767       25019 ns        25019 ns        27802
InversionCount/768       26550 ns        26550 ns        26541
InversionCount/769       26233 ns        26233 ns        26350
InversionCount/770       26638 ns        26638 ns        26486
InversionCount/771       26177 ns        26177 ns        26824
InversionCount/772       26872 ns        26873 ns        26028
InversionCount/773       27078 ns        27078 ns        25656
InversionCount/774       25581 ns        25581 ns        27668
InversionCount/775       27382 ns        27382 ns        25820
InversionCount/776       27255 ns        27255 ns        25433
InversionCount/777       27374 ns        27374 ns        25694
InversionCount/778       27357 ns        27357 ns        25763
InversionCount/779       27230 ns        27230 ns        26229
InversionCount/780       27547 ns        27547 ns        25422
InversionCount/781       27488 ns        27488 ns        25733
InversionCount/782       27712 ns        27712 ns        25411
InversionCount/783       27393 ns        27392 ns        25646
InversionCount/784       27716 ns        27717 ns        25260
InversionCount/785       27948 ns        27948 ns        24830
InversionCount/786       28167 ns        28167 ns        24922
InversionCount/787       27637 ns        27637 ns        25241
InversionCount/788       27623 ns        27623 ns        25247
InversionCount/789       27877 ns        27877 ns        24630
InversionCount/790       28031 ns        28031 ns        25344
InversionCount/791       27729 ns        27729 ns        25268
InversionCount/792       27711 ns        27711 ns        25215
InversionCount/793       27954 ns        27954 ns        25124
InversionCount/794       28346 ns        28346 ns        24728
InversionCount/795       28382 ns        28382 ns        24624
InversionCount/796       28306 ns        28306 ns        24660
InversionCount/797       27504 ns        27504 ns        25002
InversionCount/798       26760 ns        26760 ns        25136
InversionCount/799       28385 ns        28385 ns        25395
InversionCount/800       28144 ns        28144 ns        24313
InversionCount/801       28562 ns        28562 ns        24559
InversionCount/802       26601 ns        26601 ns        26151
InversionCount/803       28568 ns        28568 ns        24559
InversionCount/804       28654 ns        28654 ns        23969
InversionCount/805       29106 ns        29107 ns        24181
InversionCount/806       29120 ns        29120 ns        24033
InversionCount/807       28588 ns        28588 ns        24652
InversionCount/808       29070 ns        29070 ns        24553
InversionCount/809       29216 ns        29216 ns        23853
InversionCount/810       29442 ns        29442 ns        23781
InversionCount/811       29230 ns        29230 ns        24049
InversionCount/812       28919 ns        28919 ns        23984
InversionCount/813       29663 ns        29663 ns        23835
InversionCount/814       28687 ns        28687 ns        25218
InversionCount/815       28970 ns        28970 ns        23862
InversionCount/816       28907 ns        28907 ns        24165
InversionCount/817       29057 ns        29057 ns        24063
InversionCount/818       28919 ns        28919 ns        24881
InversionCount/819       29123 ns        29123 ns        24326
InversionCount/820       29859 ns        29859 ns        23449
InversionCount/821       29791 ns        29791 ns        23883
InversionCount/822       29331 ns        29331 ns        23842
InversionCount/823       28878 ns        28878 ns        23942
InversionCount/824       29411 ns        29411 ns        23617
InversionCount/825       29794 ns        29794 ns        23911
InversionCount/826       29869 ns        29869 ns        24019
InversionCount/827       26241 ns        26241 ns        26585
InversionCount/828       29989 ns        29990 ns        23454
InversionCount/829       30069 ns        30069 ns        23447
InversionCount/830       29470 ns        29470 ns        23581
InversionCount/831       30002 ns        30003 ns        24007
InversionCount/832       29716 ns        29716 ns        23549
InversionCount/833       29546 ns        29547 ns        23686
InversionCount/834       30198 ns        30198 ns        23063
InversionCount/835       29908 ns        29908 ns        23627
InversionCount/836       30323 ns        30323 ns        23403
InversionCount/837       29595 ns        29595 ns        23922
InversionCount/838       30007 ns        30007 ns        23501
InversionCount/839       28792 ns        28792 ns        23591
InversionCount/840       29961 ns        29961 ns        23567
InversionCount/841       29656 ns        29656 ns        23479
InversionCount/842       29336 ns        29336 ns        23839
InversionCount/843       30027 ns        30027 ns        23433
InversionCount/844       29770 ns        29770 ns        23383
InversionCount/845       29895 ns        29895 ns        23019
InversionCount/846       29853 ns        29853 ns        23104
InversionCount/847       30444 ns        30444 ns        23334
InversionCount/848       30368 ns        30368 ns        22531
InversionCount/849       29552 ns        29552 ns        23550
InversionCount/850       30488 ns        30488 ns        22475
InversionCount/851       30617 ns        30617 ns        23107
InversionCount/852       30289 ns        30289 ns        22594
InversionCount/853       31053 ns        31053 ns        22332
InversionCount/854       28025 ns        28025 ns        24917
InversionCount/855       31105 ns        31105 ns        22598
InversionCount/856       31035 ns        31035 ns        22175
InversionCount/857       30884 ns        30884 ns        22440
InversionCount/858       31368 ns        31368 ns        23100
InversionCount/859       30815 ns        30815 ns        22281
InversionCount/860       30199 ns        30199 ns        22940
InversionCount/861       31495 ns        31495 ns        22372
InversionCount/862       31100 ns        31100 ns        22890
InversionCount/863       31139 ns        31139 ns        22028
InversionCount/864       31500 ns        31500 ns        22444
InversionCount/865       30682 ns        30682 ns        22170
InversionCount/866       30760 ns        30760 ns        22649
InversionCount/867       30841 ns        30841 ns        22818
InversionCount/868       31591 ns        31591 ns        22180
InversionCount/869       31136 ns        31136 ns        22500
InversionCount/870       30819 ns        30819 ns        22364
InversionCount/871       31004 ns        31004 ns        22436
InversionCount/872       30910 ns        30910 ns        22693
InversionCount/873       30861 ns        30861 ns        22775
InversionCount/874       31471 ns        31471 ns        22230
InversionCount/875       31104 ns        31104 ns        22802
InversionCount/876       30382 ns        30382 ns        22662
InversionCount/877       30516 ns        30517 ns        22844
InversionCount/878       30799 ns        30799 ns        22625
InversionCount/879       30961 ns        30961 ns        22716
InversionCount/880       27665 ns        27665 ns        25301
InversionCount/881       31038 ns        31038 ns        22556
InversionCount/882       30702 ns        30702 ns        22753
InversionCount/883       31067 ns        31067 ns        22207
InversionCount/884       31115 ns        31115 ns        22749
InversionCount/885       31351 ns        31351 ns        22424
InversionCount/886       30928 ns        30929 ns        22488
InversionCount/887       31560 ns        31560 ns        22542
InversionCount/888       27967 ns        27967 ns        24993
InversionCount/889       31082 ns        31082 ns        22310
InversionCount/890       31392 ns        31391 ns        22741
InversionCount/891       31103 ns        31103 ns        22676
InversionCount/892       31100 ns        31100 ns        22856
InversionCount/893       30950 ns        30950 ns        22371
InversionCount/894       29332 ns        29332 ns        23845
InversionCount/895       30893 ns        30893 ns        22815
InversionCount/896       31016 ns        31017 ns        22618
InversionCount/897       30894 ns        30894 ns        22363
InversionCount/898       30138 ns        30139 ns        22550
InversionCount/899       30684 ns        30684 ns        22602
InversionCount/900       30957 ns        30957 ns        22412
InversionCount/901       31545 ns        31545 ns        22070
InversionCount/902       31216 ns        31216 ns        22251
InversionCount/903       31190 ns        31190 ns        21950
InversionCount/904       31473 ns        31473 ns        22392
InversionCount/905       31193 ns        31193 ns        22234
InversionCount/906       31808 ns        31808 ns        22339
InversionCount/907       29094 ns        29094 ns        23950
InversionCount/908       32231 ns        32232 ns        21839
InversionCount/909       32048 ns        32048 ns        22063
InversionCount/910       32077 ns        32077 ns        21955
InversionCount/911       31737 ns        31737 ns        22354
InversionCount/912       31941 ns        31941 ns        21729
InversionCount/913       32168 ns        32169 ns        22020
InversionCount/914       31409 ns        31409 ns        22076
InversionCount/915       32212 ns        32212 ns        21686
InversionCount/916       32449 ns        32449 ns        21719
InversionCount/917       32421 ns        32421 ns        21668
InversionCount/918       32280 ns        32280 ns        21928
InversionCount/919       32465 ns        32465 ns        21199
InversionCount/920       32271 ns        32271 ns        21506
InversionCount/921       32697 ns        32697 ns        21152
InversionCount/922       32460 ns        32460 ns        21464
InversionCount/923       32735 ns        32736 ns        21609
InversionCount/924       32976 ns        32976 ns        21215
InversionCount/925       33142 ns        33142 ns        21178
InversionCount/926       32934 ns        32935 ns        21199
InversionCount/927       32797 ns        32797 ns        21383
InversionCount/928       32834 ns        32834 ns        21291
InversionCount/929       32870 ns        32870 ns        21193
InversionCount/930       33111 ns        33111 ns        21009
InversionCount/931       33199 ns        33199 ns        21299
InversionCount/932       32898 ns        32898 ns        21451
InversionCount/933       33392 ns        33392 ns        20988
InversionCount/934       33114 ns        33114 ns        20986
InversionCount/935       33665 ns        33665 ns        21079
InversionCount/936       33515 ns        33515 ns        21401
InversionCount/937       33850 ns        33850 ns        20855
InversionCount/938       33103 ns        33103 ns        21432
InversionCount/939       33909 ns        33909 ns        20844
InversionCount/940       34025 ns        34025 ns        20897
InversionCount/941       33114 ns        33114 ns        20942
InversionCount/942       31549 ns        31549 ns        21787
InversionCount/943       33389 ns        33389 ns        20507
InversionCount/944       33501 ns        33501 ns        20792
InversionCount/945       33722 ns        33722 ns        20750
InversionCount/946       33357 ns        33357 ns        20888
InversionCount/947       33247 ns        33247 ns        20935
InversionCount/948       33783 ns        33783 ns        20767
InversionCount/949       33508 ns        33508 ns        20794
InversionCount/950       33494 ns        33494 ns        20587
InversionCount/951       33784 ns        33784 ns        20828
InversionCount/952       33759 ns        33760 ns        20708
InversionCount/953       33882 ns        33882 ns        20775
InversionCount/954       33914 ns        33914 ns        20437
InversionCount/955       34574 ns        34574 ns        20354
InversionCount/956       33656 ns        33656 ns        20687
InversionCount/957       32485 ns        32485 ns        21672
InversionCount/958       31912 ns        31912 ns        21835
InversionCount/959       32649 ns        32649 ns        21302
InversionCount/960       30577 ns        30577 ns        22902
InversionCount/961       34277 ns        34277 ns        20714
InversionCount/962       34227 ns        34227 ns        20757
InversionCount/963       34262 ns        34262 ns        20230
InversionCount/964       32840 ns        32840 ns        21072
InversionCount/965       34629 ns        34629 ns        20211
InversionCount/966       34131 ns        34131 ns        20143
InversionCount/967       34108 ns        34108 ns        20349
InversionCount/968       34109 ns        34109 ns        20859
InversionCount/969       34138 ns        34138 ns        20308
InversionCount/970       33462 ns        33462 ns        20635
InversionCount/971       34194 ns        34194 ns        20508
InversionCount/972       34163 ns        34163 ns        20336
InversionCount/973       34094 ns        34095 ns        20373
InversionCount/974       33944 ns        33944 ns        20318
InversionCount/975       34230 ns        34230 ns        20395
InversionCount/976       35056 ns        35056 ns        20076
InversionCount/977       34392 ns        34392 ns        20175
InversionCount/978       34682 ns        34682 ns        19987
InversionCount/979       34418 ns        34418 ns        20436
InversionCount/980       34043 ns        34043 ns        20273
InversionCount/981       34646 ns        34646 ns        20103
InversionCount/982       34596 ns        34596 ns        20187
InversionCount/983       34451 ns        34452 ns        20245
InversionCount/984       34752 ns        34752 ns        19880
InversionCount/985       34556 ns        34556 ns        20274
InversionCount/986       34603 ns        34603 ns        20258
InversionCount/987       33891 ns        33891 ns        20702
InversionCount/988       34754 ns        34754 ns        20077
InversionCount/989       34839 ns        34839 ns        19978
InversionCount/990       34567 ns        34567 ns        20047
InversionCount/991       34978 ns        34978 ns        20149
InversionCount/992       35046 ns        35046 ns        20480
InversionCount/993       35014 ns        35014 ns        20448
InversionCount/994       34622 ns        34622 ns        20072
InversionCount/995       34703 ns        34703 ns        20099
InversionCount/996       34942 ns        34942 ns        19911
InversionCount/997       34927 ns        34928 ns        19900
InversionCount/998       35150 ns        35150 ns        19675
InversionCount/999       35339 ns        35339 ns        19813
InversionCount/1000      33403 ns        33403 ns        20856
InversionCount/1001      35099 ns        35099 ns        19428
InversionCount/1002      34707 ns        34707 ns        19777
InversionCount/1003      35013 ns        35013 ns        19756
InversionCount/1004      35148 ns        35148 ns        20077
InversionCount/1005      35348 ns        35348 ns        19747
InversionCount/1006      34860 ns        34860 ns        20125
InversionCount/1007      34883 ns        34883 ns        20287
InversionCount/1008      34994 ns        34994 ns        20125
InversionCount/1009      35415 ns        35415 ns        19548
InversionCount/1010      33861 ns        33861 ns        20279
InversionCount/1011      34842 ns        34842 ns        19846
InversionCount/1012      35126 ns        35126 ns        20031
InversionCount/1013      34941 ns        34941 ns        19660
InversionCount/1014      34907 ns        34907 ns        20193
InversionCount/1015      35028 ns        35028 ns        20088
InversionCount/1016      35436 ns        35436 ns        20061
InversionCount/1017      35156 ns        35156 ns        19804
InversionCount/1018      35060 ns        35060 ns        19878
InversionCount/1019      35176 ns        35176 ns        19831
InversionCount/1020      34873 ns        34873 ns        19971
InversionCount/1021      33529 ns        33529 ns        20724
InversionCount/1022      34543 ns        34543 ns        20187
InversionCount/1023      34456 ns        34457 ns        19931
InversionCount/1024      32066 ns        32066 ns        21816
