------------------------------------------------------------------
Benchmark                        Time             CPU   Iterations
InversionCount/42496       9289447 ns      9289379 ns           75
InversionCount/43008       9386447 ns      9386387 ns           74
InversionCount/43520       9545404 ns      9545339 ns           72
InversionCount/44032       9690049 ns      9689995 ns           72
InversionCount/44544       9834961 ns      9834979 ns           70
InversionCount/45056       9968699 ns      9968644 ns           69
InversionCount/45568      10134912 ns     10134843 ns           69
InversionCount/46080      10287581 ns     10287552 ns           67
InversionCount/46592      10389976 ns     10389897 ns           67
InversionCount/47104      10527561 ns     10527489 ns           66
InversionCount/47616      10696463 ns     10696480 ns           65
InversionCount/48128      10815400 ns     10815319 ns           64
InversionCount/48640      10963025 ns     10962964 ns           64
InversionCount/49152      11100353 ns     11100284 ns           62
InversionCount/49664      11204290 ns     11204213 ns           61
InversionCount/50176      11389946 ns     11389999 ns           61
InversionCount/50688      11520888 ns     11520936 ns           60
InversionCount/51200      11676831 ns     11676752 ns           59
InversionCount/51712      11803326 ns     11803269 ns           58
InversionCount/52224      11982355 ns     11982272 ns           58
InversionCount/52736      12058807 ns     12058830 ns           57
InversionCount/53248      12230912 ns     12230952 ns           57
InversionCount/53760      12358096 ns     12358001 ns           56
InversionCount/54272      12524837 ns     12524741 ns           56
InversionCount/54784      12668731 ns     12668649 ns           55
InversionCount/55296      12787059 ns     12786961 ns           54
InversionCount/55808      13022741 ns     13022765 ns           54
InversionCount/56320      13067783 ns     13067799 ns           53
InversionCount/56832      13212238 ns     13212093 ns           52
InversionCount/57344      13462208 ns     13462099 ns           52
InversionCount/57856      13526951 ns     13526809 ns           51
InversionCount/58368      13898359 ns     13898282 ns           51
InversionCount/58880      13801310 ns     13801223 ns           50
InversionCount/59392      14078088 ns     14078110 ns           50
InversionCount/59904      14152582 ns     14152605 ns           49
InversionCount/60416      14239354 ns     14239377 ns           48
InversionCount/60928      14469056 ns     14468949 ns           48
InversionCount/61440      14576496 ns     14576398 ns           48
InversionCount/61952      14691006 ns     14690924 ns           47
InversionCount/62464      14855509 ns     14855360 ns           47
InversionCount/62976      14949272 ns     14949287 ns           46
InversionCount/63488      15155074 ns     15155128 ns           46
InversionCount/64000      15363269 ns     15363297 ns           45
InversionCount/64512      15434293 ns     15434147 ns           45
InversionCount/65535      15818311 ns     15818182 ns           44
InversionCount/65536      15844955 ns     15844819 ns           44
InversionCount/131072     35299126 ns     35298624 ns           19
InversionCount/262144    100636467 ns    100636878 ns            6
InversionCount/524288    281315100 ns    281313127 ns            2
InversionCount/1048576   731648800 ns    731636729 ns            1
InversionCount/2097152  1751771300 ns   1751752306 ns            1
InversionCount/4194304  4050868700 ns   4050822769 ns            1
InversionCount/8388608  9190250500 ns   9190121851 ns            1
InversionCount/16777216 20517359700 ns   20517173329 ns            1
InversionCount/33554432 44833157200 ns   44832669263 ns            1
--------------------------------------------------------------
Benchmark                    Time             CPU   Iterations
--------------------------------------------------------------
InversionCount/512       42088 ns        42085 ns        16396
InversionCount/513       41706 ns        41703 ns        15981
InversionCount/514       43274 ns        43272 ns        16479
InversionCount/515       43465 ns        43462 ns        16329
InversionCount/516       42398 ns        42395 ns        16693
InversionCount/517       43366 ns        43364 ns        16059
InversionCount/518       42553 ns        42550 ns        16095
InversionCount/519       43265 ns        43262 ns        15884
InversionCount/520       43197 ns        43195 ns        16041
InversionCount/521       44150 ns        44147 ns        19056
InversionCount/522       44291 ns        44289 ns        15296
InversionCount/523       43679 ns        43677 ns        15828
InversionCount/524       44726 ns        44723 ns        16107
InversionCount/525       43226 ns        43224 ns        16623
InversionCount/526       44763 ns        44761 ns        15547
InversionCount/527       43873 ns        43870 ns        15594
InversionCount/528       37438 ns        37436 ns        16244
InversionCount/529       44459 ns        44457 ns        15543
InversionCount/530       45183 ns        45181 ns        15650
InversionCount/531       45002 ns        44999 ns        15680
InversionCount/532       44642 ns        44640 ns        15193
InversionCount/533       45136 ns        45133 ns        15476
InversionCount/534       45019 ns        45016 ns        15882
InversionCount/535       44880 ns        44878 ns        15457
InversionCount/536       45472 ns        45470 ns        15291
InversionCount/537       45411 ns        45408 ns        15103
InversionCount/538       45164 ns        45162 ns        15588
InversionCount/539       45381 ns        45379 ns        15894
InversionCount/540       45290 ns        45287 ns        15502
InversionCount/541       45873 ns        45871 ns        15497
InversionCount/542       45522 ns        45520 ns        15262
InversionCount/543       46215 ns        46213 ns        15406
InversionCount/544       45372 ns        45370 ns        15508
InversionCount/545       45777 ns        45775 ns        15145
InversionCount/546       45623 ns        45620 ns        15111
InversionCount/547       45617 ns        45614 ns        15012
InversionCount/548       46121 ns        46119 ns        15240
InversionCount/549       46216 ns        46214 ns        15198
InversionCount/550       45368 ns        45365 ns        15135
InversionCount/551       46618 ns        46616 ns        15051
InversionCount/552       46005 ns        46003 ns        14976
InversionCount/553       46263 ns        46260 ns        15054
InversionCount/554       47147 ns        47145 ns        15168
InversionCount/555       47429 ns        47426 ns        15022
InversionCount/556       46780 ns        46778 ns        14724
InversionCount/557       47551 ns        47549 ns        14831
InversionCount/558       40109 ns        40106 ns        14758
InversionCount/559       47929 ns        47927 ns        15076
InversionCount/560       46505 ns        46503 ns        14446
InversionCount/561       47410 ns        47407 ns        14310
InversionCount/562       47279 ns        47276 ns        14603
InversionCount/563       48162 ns        48160 ns        14873
InversionCount/564       47476 ns        47473 ns        14622
InversionCount/565       47902 ns        47900 ns        14555
InversionCount/566       48304 ns        48301 ns        14564
InversionCount/567       48554 ns        48551 ns        16954
InversionCount/568       47861 ns        47859 ns        14609
InversionCount/569       48976 ns        48973 ns        14269
InversionCount/570       48648 ns        48646 ns        13962
InversionCount/571       48808 ns        48805 ns        14326
InversionCount/572       48665 ns        48663 ns        14390
InversionCount/573       48570 ns        48568 ns        14191
InversionCount/574       49106 ns        49104 ns        14341
InversionCount/575       48837 ns        48834 ns        14061
InversionCount/576       49705 ns        49702 ns        14221
InversionCount/577       50205 ns        50202 ns        10000
InversionCount/578       50086 ns        50083 ns        10000
InversionCount/579       49305 ns        49303 ns        13844
InversionCount/580       50029 ns        50027 ns        10000
InversionCount/581       50036 ns        50032 ns        10000
InversionCount/582       50173 ns        50171 ns        10000
InversionCount/583       50299 ns        50296 ns        14075
InversionCount/584       51090 ns        51088 ns        14456
InversionCount/585       50378 ns        50376 ns        13842
InversionCount/586       50400 ns        50397 ns        10000
InversionCount/587       50211 ns        50209 ns        10000
InversionCount/588       50671 ns        50669 ns        13648
InversionCount/589       51249 ns        51246 ns        13529
InversionCount/590       51022 ns        51019 ns        10000
InversionCount/591       50688 ns        50686 ns        13924
InversionCount/592       50987 ns        50984 ns        13819
InversionCount/593       51798 ns        51794 ns        10000
InversionCount/594       51465 ns        51463 ns        13822
InversionCount/595       51038 ns        51035 ns        13979
InversionCount/596       51630 ns        51627 ns        13641
InversionCount/597       50784 ns        50782 ns        13387
InversionCount/598       52005 ns        52001 ns        13290
InversionCount/599       51761 ns        51758 ns        12901
InversionCount/600       51000 ns        50997 ns        13724
InversionCount/601       52305 ns        52302 ns        13193
InversionCount/602       52489 ns        52486 ns        10000
InversionCount/603       52089 ns        52087 ns        13014
InversionCount/604       52953 ns        52951 ns        13321
InversionCount/605       52628 ns        52625 ns        13233
InversionCount/606       52902 ns        52899 ns        13323
InversionCount/607       52638 ns        52635 ns        13399
InversionCount/608       52405 ns        52402 ns        10000
InversionCount/609       53261 ns        53258 ns        13460
InversionCount/610       53045 ns        53041 ns        13403
InversionCount/611       53214 ns        53211 ns        13463
InversionCount/612       52628 ns        52625 ns        13132
InversionCount/613       53895 ns        53892 ns        13283
InversionCount/614       53713 ns        53710 ns        13652
InversionCount/615       54562 ns        54559 ns        12792
InversionCount/616       54329 ns        54326 ns        13070
InversionCount/617       53697 ns        53694 ns        13057
InversionCount/618       53949 ns        53947 ns        12688
InversionCount/619       53574 ns        53570 ns        12719
InversionCount/620       54916 ns        54914 ns        13072
InversionCount/621       54991 ns        54988 ns        12685
InversionCount/622       53745 ns        53743 ns        13323
InversionCount/623       55107 ns        55104 ns        12605
InversionCount/624       55165 ns        55163 ns        12872
InversionCount/625       54802 ns        54800 ns        12866
InversionCount/626       55110 ns        55107 ns        12719
InversionCount/627       54700 ns        54697 ns        12917
InversionCount/628       54368 ns        54365 ns        13161
InversionCount/629       54861 ns        54857 ns        13211
InversionCount/630       55975 ns        55972 ns        12971
InversionCount/631       55731 ns        55728 ns        12418
InversionCount/632       56227 ns        56224 ns        12396
InversionCount/633       55924 ns        55922 ns        12972
InversionCount/634       56146 ns        56144 ns        12546
InversionCount/635       55959 ns        55956 ns        13199
InversionCount/636       56059 ns        56056 ns        13901
InversionCount/637       56803 ns        56799 ns        10000
InversionCount/638       56362 ns        56359 ns        12240
InversionCount/639       56990 ns        56986 ns        12717
InversionCount/640       56769 ns        56766 ns        12074
InversionCount/641       56633 ns        56630 ns        12548
InversionCount/642       55435 ns        55432 ns        11986
InversionCount/643       57150 ns        57147 ns        12280
InversionCount/644       56526 ns        56522 ns        12511
InversionCount/645       57424 ns        57421 ns        12624
InversionCount/646       57395 ns        57391 ns        12282
InversionCount/647       50730 ns        50727 ns        12108
InversionCount/648       57008 ns        57005 ns        11976
InversionCount/649       58807 ns        58804 ns        12358
InversionCount/650       56712 ns        56709 ns        11925
InversionCount/651       57337 ns        57334 ns        11920
InversionCount/652       58876 ns        58874 ns        12291
InversionCount/653       57518 ns        57515 ns        12485
InversionCount/654       51440 ns        51438 ns        12126
InversionCount/655       57792 ns        57789 ns        11843
InversionCount/656       58763 ns        58760 ns        11885
InversionCount/657       57924 ns        57921 ns        12206
InversionCount/658       58613 ns        58611 ns        11821
InversionCount/659       58235 ns        58231 ns        12015
InversionCount/660       58109 ns        58105 ns        11657
InversionCount/661       59102 ns        59099 ns        11585
InversionCount/662       60194 ns        60191 ns        11696
InversionCount/663       60052 ns        60049 ns        11973
InversionCount/664       58937 ns        58934 ns        11901
InversionCount/665       58605 ns        58602 ns        12393
InversionCount/666       58954 ns        58951 ns        11818
InversionCount/667       59499 ns        59496 ns        11521
InversionCount/668       59601 ns        59598 ns        12989
InversionCount/669       60771 ns        60768 ns        11689
InversionCount/670       59750 ns        59747 ns        11814
InversionCount/671       60323 ns        60321 ns        11624
InversionCount/672       60719 ns        60716 ns        11760
InversionCount/673       60623 ns        60621 ns        11508
InversionCount/674       59978 ns        59974 ns        11666
InversionCount/675       60701 ns        60697 ns        11623
InversionCount/676       61194 ns        61190 ns        11304
InversionCount/677       59804 ns        59801 ns        11571
InversionCount/678       61282 ns        61278 ns        11531
InversionCount/679       61292 ns        61288 ns        11589
InversionCount/680       60106 ns        60103 ns        11549
InversionCount/681       59598 ns        59595 ns        11673
InversionCount/682       61678 ns        61675 ns        11298
InversionCount/683       60779 ns        60776 ns        11178
InversionCount/684       61425 ns        61422 ns        11146
InversionCount/685       61657 ns        61653 ns        11387
InversionCount/686       61988 ns        61985 ns        11458
InversionCount/687       61992 ns        61989 ns        11210
InversionCount/688       61940 ns        61937 ns        11366
InversionCount/689       61475 ns        61472 ns        11176
InversionCount/690       62491 ns        62488 ns        11419
InversionCount/691       62427 ns        62424 ns        11253
InversionCount/692       63525 ns        63522 ns        11625
InversionCount/693       62517 ns        62513 ns        11038
InversionCount/694       62596 ns        62593 ns        11154
InversionCount/695       62214 ns        62211 ns        11220
InversionCount/696       62826 ns        62823 ns        11382
InversionCount/697       62530 ns        62528 ns        11179
InversionCount/698       62966 ns        62963 ns        11103
InversionCount/699       62459 ns        62455 ns        11080
InversionCount/700       63503 ns        63499 ns        11189
InversionCount/701       63993 ns        63989 ns        11279
InversionCount/702       63736 ns        63733 ns        10988
InversionCount/703       63168 ns        63163 ns        10908
InversionCount/704       63974 ns        63970 ns        10801
InversionCount/705       64223 ns        64220 ns        10717
InversionCount/706       64113 ns        64111 ns        10862
InversionCount/707       58196 ns        58192 ns        10883
InversionCount/708       63869 ns        63866 ns        11072
InversionCount/709       63618 ns        63615 ns        11400
InversionCount/710       64058 ns        64055 ns        10632
InversionCount/711       65010 ns        65006 ns        10998
InversionCount/712       64428 ns        64424 ns        10706
InversionCount/713       65035 ns        65032 ns        11043
InversionCount/714       65372 ns        65368 ns        10794
InversionCount/715       65716 ns        65712 ns        10771
InversionCount/716       66065 ns        66061 ns        11147
InversionCount/717       63868 ns        63864 ns        10471
InversionCount/718       66064 ns        66060 ns        10573
InversionCount/719       65225 ns        65222 ns        10349
InversionCount/720       66249 ns        66246 ns        10701
InversionCount/721       65910 ns        65907 ns        10677
InversionCount/722       66250 ns        66246 ns        10607
InversionCount/723       65254 ns        65251 ns        11048
InversionCount/724       65839 ns        65835 ns        10629
InversionCount/725       66447 ns        66444 ns        10462
InversionCount/726       60104 ns        60101 ns        10937
InversionCount/727       66570 ns        66565 ns        10965
InversionCount/728       66938 ns        66934 ns        10507
InversionCount/729       67452 ns        67448 ns        10633
InversionCount/730       66849 ns        66846 ns        10642
InversionCount/731       67490 ns        67487 ns        10536
InversionCount/732       66332 ns        66329 ns        10361
InversionCount/733       66781 ns        66778 ns        10542
InversionCount/734       67501 ns        67497 ns        10282
InversionCount/735       67611 ns        67606 ns        10419
InversionCount/736       66667 ns        66663 ns        10195
InversionCount/737       68515 ns        68511 ns        10161
InversionCount/738       68437 ns        68433 ns        10314
InversionCount/739       68592 ns        68588 ns        10339
InversionCount/740       68296 ns        68292 ns         9847
InversionCount/741       68846 ns        68843 ns        10030
InversionCount/742       68052 ns        68047 ns        10198
InversionCount/743       68421 ns        68418 ns        10258
InversionCount/744       68501 ns        68498 ns        10435
InversionCount/745       68920 ns        68917 ns         9994
InversionCount/746       68313 ns        68310 ns        10011
InversionCount/747       68919 ns        68915 ns        10566
InversionCount/748       68638 ns        68635 ns        10150
InversionCount/749       68805 ns        68803 ns         9934
InversionCount/750       69248 ns        69244 ns        10130
InversionCount/751       70520 ns        70517 ns         9976
InversionCount/752       70093 ns        70090 ns        10228
InversionCount/753       69844 ns        69841 ns        10142
InversionCount/754       69655 ns        69652 ns         9994
InversionCount/755       68390 ns        68386 ns        10133
InversionCount/756       70945 ns        70942 ns         9961
InversionCount/757       69862 ns        69859 ns        10055
InversionCount/758       69918 ns        69914 ns        10010
InversionCount/759       68548 ns        68544 ns        10133
InversionCount/760       70405 ns        70402 ns        10228
InversionCount/761       71415 ns        71411 ns         9968
InversionCount/762       69828 ns        69824 ns        10009
InversionCount/763       68968 ns        68965 ns        10116
InversionCount/764       70984 ns        70981 ns         9601
InversionCount/765       70718 ns        70715 ns         9641
InversionCount/766       71002 ns        70999 ns         9686
InversionCount/767       72060 ns        72055 ns         9605
InversionCount/768       71425 ns        71420 ns        10064
InversionCount/769       72400 ns        72396 ns         9786
InversionCount/770       72309 ns        72305 ns         9774
InversionCount/771       70697 ns        70693 ns         9519
InversionCount/772       69713 ns        69710 ns         9963
InversionCount/773       70546 ns        70542 ns        10003
InversionCount/774       69367 ns        69363 ns         9979
InversionCount/775       71382 ns        71378 ns         9677
InversionCount/776       72431 ns        72427 ns         9615
InversionCount/777       72411 ns        72407 ns        10023
InversionCount/778       73157 ns        73151 ns         9659
InversionCount/779       72535 ns        72531 ns         9663
InversionCount/780       72617 ns        72613 ns         9635
InversionCount/781       73041 ns        73037 ns         9760
InversionCount/782       73776 ns        73772 ns         9676
InversionCount/783       73279 ns        73275 ns         9634
InversionCount/784       72837 ns        72834 ns         9675
InversionCount/785       72622 ns        72619 ns         9628
InversionCount/786       74290 ns        74287 ns         9617
InversionCount/787       73736 ns        73732 ns        10303
InversionCount/788       73819 ns        73814 ns         9546
InversionCount/789       73040 ns        73036 ns         9522
InversionCount/790       73722 ns        73718 ns         9372
InversionCount/791       73975 ns        73970 ns         9574
InversionCount/792       71973 ns        71969 ns         9732
InversionCount/793       75230 ns        75224 ns         9418
InversionCount/794       74728 ns        74723 ns         9543
InversionCount/795       74436 ns        74433 ns         9390
InversionCount/796       75178 ns        75174 ns         9645
InversionCount/797       75203 ns        75201 ns         9777
InversionCount/798       74467 ns        74463 ns         9499
InversionCount/799       72524 ns        72521 ns         9451
InversionCount/800       74451 ns        74447 ns         9121
InversionCount/801       76079 ns        76075 ns         9265
InversionCount/802       75386 ns        75383 ns         9278
InversionCount/803       75303 ns        75299 ns         9363
InversionCount/804       73591 ns        73587 ns         9519
InversionCount/805       76225 ns        76221 ns         9070
InversionCount/806       75088 ns        75084 ns         9296
InversionCount/807       76464 ns        76459 ns         9507
InversionCount/808       75807 ns        75801 ns         9094
InversionCount/809       77682 ns        77677 ns         8902
InversionCount/810       76289 ns        76284 ns         9450
InversionCount/811       77275 ns        77270 ns         9387
InversionCount/812       76285 ns        76281 ns         9420
InversionCount/813       76663 ns        76659 ns         8980
InversionCount/814       77533 ns        77529 ns         9107
InversionCount/815       76589 ns        76585 ns         9052
InversionCount/816       76161 ns        76157 ns         8997
InversionCount/817       77517 ns        77514 ns         8992
InversionCount/818       76801 ns        76796 ns         9154
InversionCount/819       77876 ns        77872 ns         8878
InversionCount/820       77298 ns        77294 ns         8851
InversionCount/821       77432 ns        77428 ns         9009
InversionCount/822       78066 ns        78062 ns         8747
InversionCount/823       77368 ns        77364 ns         8865
InversionCount/824       77418 ns        77414 ns         8905
InversionCount/825       78707 ns        78703 ns         8948
InversionCount/826       77850 ns        77847 ns         8871
InversionCount/827       78902 ns        78898 ns         8874
InversionCount/828       78916 ns        78912 ns         8948
InversionCount/829       78002 ns        77997 ns         8815
InversionCount/830       78276 ns        78272 ns         8833
InversionCount/831       79562 ns        79558 ns         8724
InversionCount/832       78550 ns        78545 ns         8933
InversionCount/833       80237 ns        80232 ns         8855
InversionCount/834       78052 ns        78046 ns         9032
InversionCount/835       78454 ns        78449 ns         8668
InversionCount/836       78598 ns        78591 ns         8691
InversionCount/837       78623 ns        78618 ns         8724
InversionCount/838       79701 ns        79696 ns         8854
InversionCount/839       79243 ns        79239 ns         8901
InversionCount/840       79886 ns        79880 ns         8970
InversionCount/841       79286 ns        79282 ns         8812
InversionCount/842       79921 ns        79918 ns         8788
InversionCount/843       80112 ns        80107 ns         8715
InversionCount/844       79599 ns        79595 ns         8803
InversionCount/845       79731 ns        79727 ns         8746
InversionCount/846       80055 ns        80051 ns         8739
InversionCount/847       80622 ns        80618 ns         8796
InversionCount/848       80224 ns        80219 ns         8815
InversionCount/849       80863 ns        80858 ns         8433
InversionCount/850       82504 ns        82499 ns         8655
InversionCount/851       81008 ns        81004 ns         8770
InversionCount/852       81107 ns        81103 ns         8648
InversionCount/853       82035 ns        82031 ns         8559
InversionCount/854       80813 ns        80809 ns         8503
InversionCount/855       81684 ns        81681 ns         8808
InversionCount/856       80641 ns        80637 ns         8389
InversionCount/857       82044 ns        82040 ns         8488
InversionCount/858       82690 ns        82686 ns         8352
InversionCount/859       99961 ns        99953 ns         8720
InversionCount/860       82526 ns        82521 ns         8099
InversionCount/861       82469 ns        82465 ns         8459
InversionCount/862       82903 ns        82899 ns         8433
InversionCount/863       81567 ns        81562 ns         8538
InversionCount/864       82435 ns        82430 ns         8514
InversionCount/865       82209 ns        82204 ns         8524
InversionCount/866       84182 ns        84177 ns         8506
InversionCount/867       84216 ns        84210 ns         8485
InversionCount/868       83349 ns        83344 ns         8342
InversionCount/869       83605 ns        83601 ns         8427
InversionCount/870       83667 ns        83663 ns         8233
InversionCount/871       83749 ns        83744 ns         8359
InversionCount/872       84317 ns        84311 ns         8339
InversionCount/873       84806 ns        84801 ns         8170
InversionCount/874       83646 ns        83642 ns         8329
InversionCount/875       82899 ns        82895 ns         8303
InversionCount/876       84917 ns        84913 ns         8264
InversionCount/877       84894 ns        84889 ns         8481
InversionCount/878       83925 ns        83922 ns         8211
InversionCount/879       83340 ns        83336 ns         8265
InversionCount/880       85470 ns        85465 ns         8090
InversionCount/881       85578 ns        85573 ns         8211
InversionCount/882       85625 ns        85621 ns         8330
InversionCount/883       85978 ns        85974 ns         8092
InversionCount/884       85158 ns        85153 ns         8186
InversionCount/885       85977 ns        85973 ns         8352
InversionCount/886       85957 ns        85953 ns         8166
InversionCount/887       85950 ns        85945 ns         7977
InversionCount/888       86583 ns        86579 ns         8030
InversionCount/889       87070 ns        87064 ns         8226
InversionCount/890       85584 ns        85579 ns         8149
InversionCount/891       85714 ns        85710 ns         7989
InversionCount/892       86330 ns        86324 ns         8233
InversionCount/893       85786 ns        85781 ns         8191
InversionCount/894       86146 ns        86141 ns         8501
InversionCount/895       86761 ns        86757 ns         7991
InversionCount/896       86248 ns        86242 ns         8110
InversionCount/897       87216 ns        87210 ns         8049
InversionCount/898       88349 ns        88343 ns         7920
InversionCount/899       85779 ns        85775 ns         8109
InversionCount/900       87502 ns        87498 ns         8095
InversionCount/901       87543 ns        87539 ns         8051
InversionCount/902       86769 ns        86764 ns         7885
InversionCount/903       86630 ns        86626 ns         8071
InversionCount/904       86953 ns        86948 ns         7998
InversionCount/905       86044 ns        86039 ns         7940
InversionCount/906       87984 ns        87978 ns         7925
InversionCount/907       87713 ns        87707 ns         7784
InversionCount/908       87388 ns        87383 ns         7920
InversionCount/909       88766 ns        88762 ns         7964
InversionCount/910       88969 ns        88965 ns         8082
InversionCount/911       88990 ns        88986 ns         7742
InversionCount/912       88046 ns        88041 ns         7881
InversionCount/913       87766 ns        87761 ns         7817
InversionCount/914       88452 ns        88447 ns         7890
InversionCount/915       89091 ns        89086 ns         7905
InversionCount/916       89535 ns        89531 ns         7913
InversionCount/917       89467 ns        89463 ns         7815
InversionCount/918       88437 ns        88432 ns         7904
InversionCount/919       89557 ns        89552 ns         7813
InversionCount/920       89794 ns        89788 ns         7851
InversionCount/921       90293 ns        90287 ns         7785
InversionCount/922       89694 ns        89689 ns         7755
InversionCount/923       90734 ns        90729 ns         7942
InversionCount/924       89175 ns        89171 ns         7668
InversionCount/925       90539 ns        90535 ns         7676
InversionCount/926       90750 ns        90744 ns         7825
InversionCount/927       91788 ns        91783 ns         7786
InversionCount/928       90566 ns        90561 ns         7745
InversionCount/929       91626 ns        91622 ns         7681
InversionCount/930       92167 ns        92160 ns         7658
InversionCount/931       90593 ns        90588 ns         7607
InversionCount/932       90831 ns        90825 ns         7712
InversionCount/933       91941 ns        91935 ns         7667
InversionCount/934       91356 ns        91349 ns         7400
InversionCount/935       91546 ns        91541 ns         7563
InversionCount/936       91436 ns        91431 ns         7562
InversionCount/937       90678 ns        90673 ns         7596
InversionCount/938       91939 ns        91935 ns         7660
InversionCount/939       91185 ns        91181 ns         7440
InversionCount/940       91456 ns        91450 ns         7620
InversionCount/941       92772 ns        92767 ns         7600
InversionCount/942       91771 ns        91766 ns         7524
InversionCount/943       90955 ns        90951 ns         7618
InversionCount/944       91939 ns        91931 ns         7556
InversionCount/945       93079 ns        93074 ns         7580
InversionCount/946       93293 ns        93287 ns         7512
InversionCount/947       93417 ns        93411 ns         7422
InversionCount/948       93750 ns        93745 ns         7563
InversionCount/949       93358 ns        93354 ns         7381
InversionCount/950       93495 ns        93490 ns         7394
InversionCount/951       92492 ns        92488 ns         7632
InversionCount/952       88924 ns        88919 ns         7492
InversionCount/953       93188 ns        93182 ns         7455
InversionCount/954       94346 ns        94341 ns         7489
InversionCount/955       93958 ns        93954 ns         7489
InversionCount/956       93215 ns        93211 ns         7407
InversionCount/957       95123 ns        95118 ns         7447
InversionCount/958       94528 ns        94523 ns         7573
InversionCount/959       94136 ns        94130 ns         7424
InversionCount/960       94308 ns        94304 ns         7275
InversionCount/961       93850 ns        93845 ns         7334
InversionCount/962       95226 ns        95221 ns         7436
InversionCount/963       94875 ns        94869 ns         7383
InversionCount/964       94327 ns        94322 ns         7402
InversionCount/965       95643 ns        95639 ns         7302
InversionCount/966       94332 ns        94328 ns         7269
InversionCount/967       95366 ns        95361 ns         7403
InversionCount/968       92465 ns        92460 ns         7220
InversionCount/969       95210 ns        95205 ns         7331
InversionCount/970       95457 ns        95451 ns         7381
InversionCount/971       94333 ns        94327 ns         7279
InversionCount/972       96639 ns        96634 ns         7320
InversionCount/973       96996 ns        96991 ns         7096
InversionCount/974       96081 ns        96075 ns         7227
InversionCount/975       95832 ns        95826 ns         7245
InversionCount/976       95866 ns        95861 ns         7242
InversionCount/977       97459 ns        97453 ns         7160
InversionCount/978       96791 ns        96787 ns         7055
InversionCount/979       96639 ns        96634 ns         7177
InversionCount/980       96557 ns        96552 ns         7237
InversionCount/981       95902 ns        95896 ns         7249
InversionCount/982       97114 ns        97109 ns         7227
InversionCount/983       96942 ns        96937 ns         7199
InversionCount/984       98116 ns        98113 ns         7104
InversionCount/985       97896 ns        97891 ns         7125
InversionCount/986       98048 ns        98042 ns         7067
InversionCount/987       98610 ns        98605 ns         7197
InversionCount/988       97695 ns        97690 ns         7176
InversionCount/989       98970 ns        98966 ns         7131
InversionCount/990       98041 ns        98035 ns         7088
InversionCount/991       97137 ns        97131 ns         7090
InversionCount/992       99125 ns        99120 ns         6979
InversionCount/993       98778 ns        98773 ns         7128
InversionCount/994       99249 ns        99242 ns         7115
InversionCount/995       98588 ns        98583 ns         7121
InversionCount/996       98716 ns        98711 ns         7045
InversionCount/997       97559 ns        97554 ns         7017
InversionCount/998       98502 ns        98497 ns         6911
InversionCount/999       99068 ns        99064 ns         7021
InversionCount/1000      99578 ns        99574 ns         7006
InversionCount/1001      99813 ns        99807 ns         7063
InversionCount/1002      99829 ns        99824 ns         7085
InversionCount/1003      99017 ns        99012 ns         7118
InversionCount/1004     100293 ns       100287 ns         6926
InversionCount/1005      99602 ns        99596 ns         7100
InversionCount/1006      99243 ns        99238 ns         6944
InversionCount/1007     101401 ns       101396 ns         6947
InversionCount/1008     100197 ns       100191 ns         6990
InversionCount/1009     101779 ns       101773 ns         6858
InversionCount/1010     100447 ns       100442 ns         7004
InversionCount/1011     100528 ns       100523 ns         6931
InversionCount/1012     101721 ns       101716 ns         6872
InversionCount/1013     100408 ns       100402 ns         6965
InversionCount/1014     100118 ns       100114 ns         6971
InversionCount/1015     101390 ns       101385 ns         6816
InversionCount/1016     101458 ns       101453 ns         6897
InversionCount/1017     101426 ns       101420 ns         6854
InversionCount/1018     101072 ns       101067 ns         6869
InversionCount/1019     102002 ns       101997 ns         6947
InversionCount/1020     102853 ns       102846 ns         6906
InversionCount/1021     103088 ns       103082 ns         6848
InversionCount/1022     101846 ns       101841 ns         6854
InversionCount/1023     102729 ns       102725 ns         6845
InversionCount/1024     101583 ns       101576 ns         6777
