------------------------------------------------------------------
Benchmark                        Time             CPU   Iterations
InversionCount/44544       4098690 ns      4098694 ns          172
InversionCount/45056       4136880 ns      4136885 ns          169
InversionCount/45568       4175925 ns      4175893 ns          170
InversionCount/46080       4215987 ns      4215958 ns          165
InversionCount/46592       4285962 ns      4285920 ns          163
InversionCount/47104       4353223 ns      4353176 ns          163
InversionCount/47616       4385023 ns      4385026 ns          159
InversionCount/48128       4397363 ns      4397319 ns          158
InversionCount/48640       4469892 ns      4469858 ns          155
InversionCount/49152       4520963 ns      4520876 ns          156
InversionCount/49664       4558903 ns      4558871 ns          156
InversionCount/50176       4621516 ns      4621521 ns          154
InversionCount/50688       4656617 ns      4656564 ns          153
InversionCount/51200       4686316 ns      4686283 ns          149
InversionCount/51712       4744085 ns      4744053 ns          147
InversionCount/52224       4765169 ns      4765174 ns          146
InversionCount/52736       4857132 ns      4857098 ns          145
InversionCount/53248       4862470 ns      4862426 ns          143
InversionCount/53760       4938332 ns      4938288 ns          140
InversionCount/54272       4927520 ns      4927524 ns          138
InversionCount/54784       5044792 ns      5044739 ns          136
InversionCount/55296       5115712 ns      5115660 ns          135
InversionCount/55808       5151773 ns      5151721 ns          134
InversionCount/56320       5257882 ns      5257877 ns          132
InversionCount/56832       5287837 ns      5287746 ns          132
InversionCount/57344       5319966 ns      5319914 ns          129
InversionCount/57856       5423524 ns      5423482 ns          127
InversionCount/58368       5352242 ns      5352250 ns          128
InversionCount/58880       5483693 ns      5483640 ns          127
InversionCount/59392       5565661 ns      5565613 ns          127
InversionCount/59904       5627281 ns      5627200 ns          124
InversionCount/60416       5657034 ns      5657044 ns          122
InversionCount/60928       5678945 ns      5678805 ns          122
InversionCount/61440       5712670 ns      5712433 ns          120
InversionCount/61952       5802539 ns      5802465 ns          118
InversionCount/62464       5839758 ns      5839763 ns          120
InversionCount/62976       5894233 ns      5894182 ns          119
InversionCount/63488       6000704 ns      6000646 ns          117
InversionCount/64000       6030432 ns      6030389 ns          116
InversionCount/64512       6131124 ns      6131130 ns          113
InversionCount/65535       6222649 ns      6222656 ns          113
InversionCount/65536       6348810 ns      6348736 ns          110
InversionCount/131072     14426747 ns     14426554 ns           49
InversionCount/262144     31459982 ns     31459466 ns           22
InversionCount/524288     69216600 ns     69209373 ns           10
InversionCount/1048576   194410100 ns    194406321 ns            3
InversionCount/2097152   523121000 ns    523119212 ns            1
InversionCount/4194304  1183500500 ns   1183480747 ns            1
InversionCount/8388608  2748314600 ns   2748283992 ns            1
InversionCount/16777216 6760715600 ns   6760673937 ns            1
InversionCount/33554432 16451596000 ns   16451412202 ns            1
--------------------------------------------------------------
Benchmark                    Time             CPU   Iterations
--------------------------------------------------------------
InversionCount/512       21338 ns        21338 ns        36852
InversionCount/513       21268 ns        21268 ns        33464
InversionCount/514       21423 ns        21423 ns        34367
InversionCount/515       20271 ns        20271 ns        34394
InversionCount/516       20749 ns        20749 ns        33552
InversionCount/517       21582 ns        21582 ns        32711
InversionCount/518       20369 ns        20369 ns        35437
InversionCount/519       20927 ns        20927 ns        31041
InversionCount/520       14489 ns        14489 ns        38435
InversionCount/521       20907 ns        20907 ns        34054
InversionCount/522       20181 ns        20181 ns        33726
InversionCount/523       21410 ns        21410 ns        34105
InversionCount/524       20812 ns        20812 ns        30946
InversionCount/525       20969 ns        20969 ns        32647
InversionCount/526       20934 ns        20934 ns        31658
InversionCount/527       20930 ns        20930 ns        33312
InversionCount/528       20937 ns        20937 ns        32748
InversionCount/529       20265 ns        20265 ns        31316
InversionCount/530       22115 ns        22115 ns        33658
InversionCount/531       21155 ns        21155 ns        32689
InversionCount/532       22497 ns        22497 ns        32506
InversionCount/533       21958 ns        21958 ns        30841
InversionCount/534       21772 ns        21772 ns        33559
InversionCount/535       22222 ns        22222 ns        35160
InversionCount/536       22817 ns        22817 ns        31808
InversionCount/537       22352 ns        22352 ns        32371
InversionCount/538       21555 ns        21555 ns        30866
InversionCount/539       22032 ns        22032 ns        32033
InversionCount/540       22904 ns        22904 ns        30352
InversionCount/541       22093 ns        22093 ns        30872
InversionCount/542       22947 ns        22947 ns        30614
InversionCount/543       22184 ns        22184 ns        45283
InversionCount/544       21012 ns        21012 ns        31809
InversionCount/545       22701 ns        22701 ns        31349
InversionCount/546       22531 ns        22531 ns        31877
InversionCount/547       22368 ns        22368 ns        31557
InversionCount/548       22078 ns        22078 ns        30064
InversionCount/549       23168 ns        23168 ns        29838
InversionCount/550       22442 ns        22442 ns        29591
InversionCount/551       23494 ns        23494 ns        31246
InversionCount/552       24069 ns        24069 ns        30793
InversionCount/553       22929 ns        22929 ns        30607
InversionCount/554       22632 ns        22632 ns        33114
InversionCount/555       23366 ns        23366 ns        30886
InversionCount/556       23649 ns        23648 ns        30182
InversionCount/557       23660 ns        23660 ns        30349
InversionCount/558       23295 ns        23295 ns        29702
InversionCount/559       23607 ns        23608 ns        30006
InversionCount/560       23672 ns        23672 ns        28915
InversionCount/561       22751 ns        22751 ns        31230
InversionCount/562       23458 ns        23458 ns        28431
InversionCount/563       24016 ns        24016 ns        29315
InversionCount/564       24414 ns        24414 ns        29547
InversionCount/565       23761 ns        23761 ns        29284
InversionCount/566       24557 ns        24558 ns        29410
InversionCount/567       24709 ns        24709 ns        28790
InversionCount/568       22845 ns        22845 ns        29154
InversionCount/569       24145 ns        24145 ns        30141
InversionCount/570       24690 ns        24690 ns        29517
InversionCount/571       25193 ns        25193 ns        29327
InversionCount/572       24765 ns        24765 ns        29012
InversionCount/573       24543 ns        24543 ns        29867
InversionCount/574       24344 ns        24344 ns        28763
InversionCount/575       24073 ns        24073 ns        29476
InversionCount/576       24116 ns        24116 ns        28497
InversionCount/577       24537 ns        24537 ns        28662
InversionCount/578       24912 ns        24912 ns        30136
InversionCount/579       24502 ns        24502 ns        27854
InversionCount/580       24686 ns        24686 ns        27568
InversionCount/581       24859 ns        24859 ns        27561
InversionCount/582       25173 ns        25173 ns        28931
InversionCount/583       24732 ns        24732 ns        27946
InversionCount/584       24990 ns        24990 ns        28586
InversionCount/585       24527 ns        24527 ns        27653
InversionCount/586       24697 ns        24697 ns        28577
InversionCount/587       25363 ns        25363 ns        27578
InversionCount/588       25398 ns        25398 ns        27222
InversionCount/589       25317 ns        25317 ns        27310
InversionCount/590       25605 ns        25605 ns        27193
InversionCount/591       26167 ns        26167 ns        26307
InversionCount/592       26132 ns        26132 ns        27272
InversionCount/593       22397 ns        22397 ns        27160
InversionCount/594       25861 ns        25861 ns        27233
InversionCount/595       26119 ns        26119 ns        28878
InversionCount/596       25696 ns        25696 ns        26275
InversionCount/597       25777 ns        25777 ns        26983
InversionCount/598       25439 ns        25439 ns        27024
InversionCount/599       25912 ns        25912 ns        26873
InversionCount/600       26574 ns        26574 ns        27154
InversionCount/601       24161 ns        24161 ns        26745
InversionCount/602       25628 ns        25628 ns        26069
InversionCount/603       26483 ns        26483 ns        27527
InversionCount/604       25889 ns        25889 ns        26447
InversionCount/605       25606 ns        25606 ns        25966
InversionCount/606       27265 ns        27265 ns        27238
InversionCount/607       26697 ns        26697 ns        26667
InversionCount/608       27427 ns        27427 ns        25995
InversionCount/609       27008 ns        27008 ns        27165
InversionCount/610       26190 ns        26190 ns        26120
InversionCount/611       26970 ns        26971 ns        26357
InversionCount/612       27195 ns        27195 ns        27915
InversionCount/613       27717 ns        27717 ns        25638
InversionCount/614       20091 ns        20091 ns        26245
InversionCount/615       26388 ns        26388 ns        26314
InversionCount/616       27046 ns        27046 ns        27393
InversionCount/617       27456 ns        27456 ns        26173
InversionCount/618       27322 ns        27322 ns        25550
InversionCount/619       27609 ns        27609 ns        26102
InversionCount/620       28433 ns        28433 ns        26391
InversionCount/621       26971 ns        26971 ns        25096
InversionCount/622       27852 ns        27852 ns        25456
InversionCount/623       28327 ns        28327 ns        25579
InversionCount/624       27423 ns        27423 ns        25496
InversionCount/625       27408 ns        27408 ns        25461
InversionCount/626       28058 ns        28058 ns        25684
InversionCount/627       27899 ns        27899 ns        24296
InversionCount/628       28063 ns        28063 ns        25550
InversionCount/629       28043 ns        28043 ns        24962
InversionCount/630       29009 ns        29009 ns        25343
InversionCount/631       28158 ns        28158 ns        25037
InversionCount/632       27086 ns        27086 ns        24847
InversionCount/633       29008 ns        29008 ns        25278
InversionCount/634       28753 ns        28753 ns        24349
InversionCount/635       28076 ns        28076 ns        24730
InversionCount/636       28212 ns        28212 ns        23985
InversionCount/637       28500 ns        28500 ns        24551
InversionCount/638       28229 ns        28229 ns        25201
InversionCount/639       28618 ns        28618 ns        25037
InversionCount/640       28636 ns        28636 ns        23925
InversionCount/641       28245 ns        28245 ns        23786
InversionCount/642       28581 ns        28581 ns        24182
InversionCount/643       29823 ns        29823 ns        24623
InversionCount/644       29135 ns        29135 ns        23865
InversionCount/645       27952 ns        27952 ns        23299
InversionCount/646       29694 ns        29694 ns        23054
InversionCount/647       29580 ns        29580 ns        23456
InversionCount/648       29221 ns        29221 ns        22944
InversionCount/649       29799 ns        29799 ns        22740
InversionCount/650       29444 ns        29444 ns        23185
InversionCount/651       29631 ns        29631 ns        23476
InversionCount/652       30153 ns        30153 ns        23757
InversionCount/653       29688 ns        29688 ns        22728
InversionCount/654       29646 ns        29646 ns        23980
InversionCount/655       23115 ns        23115 ns        23691
InversionCount/656       29615 ns        29615 ns        22963
InversionCount/657       29766 ns        29766 ns        23994
InversionCount/658       29960 ns        29960 ns        23470
InversionCount/659       30887 ns        30887 ns        23815
InversionCount/660       30737 ns        30737 ns        23050
InversionCount/661       30259 ns        30259 ns        23138
InversionCount/662       30026 ns        30026 ns        22840
InversionCount/663       30641 ns        30641 ns        22714
InversionCount/664       30999 ns        30999 ns        22323
InversionCount/665       30637 ns        30637 ns        22638
InversionCount/666       30796 ns        30796 ns        23160
InversionCount/667       31386 ns        31386 ns        23408
InversionCount/668       30415 ns        30415 ns        22816
InversionCount/669       30481 ns        30481 ns        22915
InversionCount/670       30254 ns        30254 ns        23061
InversionCount/671       30841 ns        30841 ns        22811
InversionCount/672       30876 ns        30876 ns        22177
InversionCount/673       31221 ns        31221 ns        22701
InversionCount/674       32245 ns        32245 ns        22021
InversionCount/675       31150 ns        31150 ns        21425
InversionCount/676       31509 ns        31509 ns        22157
InversionCount/677       31864 ns        31864 ns        22084
InversionCount/678       31872 ns        31872 ns        22145
InversionCount/679       31385 ns        31385 ns        22578
InversionCount/680       32192 ns        32192 ns        22124
InversionCount/681       31232 ns        31233 ns        22863
InversionCount/682       31312 ns        31312 ns        22573
InversionCount/683       30868 ns        30868 ns        21654
InversionCount/684       32516 ns        32516 ns        22244
InversionCount/685       31707 ns        31707 ns        21492
InversionCount/686       30587 ns        30587 ns        21264
InversionCount/687       31440 ns        31440 ns        27757
InversionCount/688       33169 ns        33169 ns        21360
InversionCount/689       31668 ns        31668 ns        22040
InversionCount/690       32032 ns        32032 ns        21544
InversionCount/691       31935 ns        31935 ns        21226
InversionCount/692       32667 ns        32667 ns        22003
InversionCount/693       33414 ns        33414 ns        21886
InversionCount/694       31926 ns        31926 ns        21429
InversionCount/695       32626 ns        32626 ns        21172
InversionCount/696       32062 ns        32062 ns        21594
InversionCount/697       32590 ns        32590 ns        20990
InversionCount/698       32736 ns        32736 ns        21867
InversionCount/699       32689 ns        32689 ns        21076
InversionCount/700       32786 ns        32786 ns        20595
InversionCount/701       32490 ns        32490 ns        21199
InversionCount/702       32912 ns        32912 ns        20724
InversionCount/703       32692 ns        32692 ns        20916
InversionCount/704       33353 ns        33353 ns        21415
InversionCount/705       33661 ns        33661 ns        20621
InversionCount/706       33331 ns        33331 ns        21417
InversionCount/707       32904 ns        32905 ns        20967
InversionCount/708       33489 ns        33488 ns        21243
InversionCount/709       33504 ns        33504 ns        20964
InversionCount/710       33694 ns        33694 ns        20845
InversionCount/711       33263 ns        33263 ns        20311
InversionCount/712       34067 ns        34067 ns        20272
InversionCount/713       33045 ns        33045 ns        21548
InversionCount/714       33620 ns        33620 ns        20963
InversionCount/715       34497 ns        34497 ns        20831
InversionCount/716       34460 ns        34460 ns        20787
InversionCount/717       34888 ns        34888 ns        20686
InversionCount/718       34541 ns        34541 ns        21033
InversionCount/719       35033 ns        35033 ns        20765
InversionCount/720       33754 ns        33754 ns        20284
InversionCount/721       27764 ns        27764 ns        20536
InversionCount/722       34668 ns        34668 ns        20138
InversionCount/723       34684 ns        34684 ns        20436
InversionCount/724       34831 ns        34831 ns        20177
InversionCount/725       34198 ns        34198 ns        20102
InversionCount/726       34063 ns        34063 ns        20061
InversionCount/727       34562 ns        34562 ns        20322
InversionCount/728       34512 ns        34512 ns        21049
InversionCount/729       35202 ns        35202 ns        20394
InversionCount/730       35061 ns        35061 ns        20352
InversionCount/731       35967 ns        35967 ns        20022
InversionCount/732       34912 ns        34912 ns        19990
InversionCount/733       34696 ns        34696 ns        20140
InversionCount/734       35194 ns        35194 ns        20436
InversionCount/735       35135 ns        35135 ns        20307
InversionCount/736       33993 ns        33993 ns        23785
InversionCount/737       34632 ns        34633 ns        19545
InversionCount/738       35514 ns        35514 ns        20081
InversionCount/739       34270 ns        34270 ns        19851
InversionCount/740       34993 ns        34993 ns        19295
InversionCount/741       35934 ns        35934 ns        20015
InversionCount/742       36199 ns        36199 ns        20135
InversionCount/743       35433 ns        35433 ns        19371
InversionCount/744       36757 ns        36757 ns        19689
InversionCount/745       35755 ns        35755 ns        19283
InversionCount/746       34864 ns        34864 ns        19824
InversionCount/747       36165 ns        36165 ns        19525
InversionCount/748       36043 ns        36043 ns        19819
InversionCount/749       35670 ns        35670 ns        18891
InversionCount/750       35948 ns        35947 ns        19880
InversionCount/751       36267 ns        36267 ns        19432
InversionCount/752       36471 ns        36471 ns        19338
InversionCount/753       35940 ns        35940 ns        19750
InversionCount/754       35736 ns        35737 ns        18838
InversionCount/755       36154 ns        36154 ns        20157
InversionCount/756       35809 ns        35809 ns        19797
InversionCount/757       36581 ns        36581 ns        19452
InversionCount/758       36441 ns        36442 ns        19416
InversionCount/759       36172 ns        36172 ns        18724
InversionCount/760       36733 ns        36733 ns        18707
InversionCount/761       36422 ns        36422 ns        19294
InversionCount/762       36200 ns        36200 ns        19013
InversionCount/763       35136 ns        35136 ns        18795
InversionCount/764       36022 ns        36022 ns        18822
InversionCount/765       35971 ns        35971 ns        19050
InversionCount/766       36060 ns        36060 ns        18469
InversionCount/767       37578 ns        37578 ns        22328
InversionCount/768       35838 ns        35838 ns        19609
InversionCount/769       36316 ns        36317 ns        19363
InversionCount/770       35836 ns        35836 ns        19042
InversionCount/771       36600 ns        36600 ns        19495
InversionCount/772       35567 ns        35567 ns        22774
InversionCount/773       37331 ns        37331 ns        19153
InversionCount/774       36906 ns        36906 ns        19475
InversionCount/775       36914 ns        36914 ns        19068
InversionCount/776       36865 ns        36865 ns        19134
InversionCount/777       35179 ns        35179 ns        19565
InversionCount/778       36521 ns        36521 ns        18889
InversionCount/779       35702 ns        35702 ns        19262
InversionCount/780       37031 ns        37031 ns        19843
InversionCount/781       37099 ns        37099 ns        19352
InversionCount/782       35715 ns        35716 ns        19048
InversionCount/783       36056 ns        36056 ns        19015
InversionCount/784       36642 ns        36642 ns        18986
InversionCount/785       37046 ns        37046 ns        18846
InversionCount/786       37225 ns        37225 ns        18525
InversionCount/787       36576 ns        36576 ns        19138
InversionCount/788       37611 ns        37611 ns        18740
InversionCount/789       37796 ns        37796 ns        19245
InversionCount/790       37225 ns        37225 ns        18600
InversionCount/791       37015 ns        37015 ns        18291
InversionCount/792       38202 ns        38202 ns        18553
InversionCount/793       37278 ns        37278 ns        22242
InversionCount/794       36813 ns        36813 ns        18852
InversionCount/795       37996 ns        37996 ns        18488
InversionCount/796       37173 ns        37173 ns        18658
InversionCount/797       38043 ns        38043 ns        18576
InversionCount/798       38984 ns        38984 ns        18465
InversionCount/799       36347 ns        36347 ns        18515
InversionCount/800       37906 ns        37906 ns        18424
InversionCount/801       37065 ns        37065 ns        18487
InversionCount/802       38179 ns        38179 ns        18134
InversionCount/803       38324 ns        38324 ns        18818
InversionCount/804       38510 ns        38510 ns        17893
InversionCount/805       39249 ns        39249 ns        18255
InversionCount/806       38780 ns        38780 ns        18373
InversionCount/807       37986 ns        37986 ns        18360
InversionCount/808       39088 ns        39088 ns        18268
InversionCount/809       38307 ns        38307 ns        18641
InversionCount/810       37960 ns        37960 ns        17736
InversionCount/811       38378 ns        38378 ns        17963
InversionCount/812       38771 ns        38771 ns        17779
InversionCount/813       39548 ns        39548 ns        17951
InversionCount/814       38948 ns        38948 ns        17959
InversionCount/815       39598 ns        39598 ns        17665
InversionCount/816       33512 ns        33512 ns        17906
InversionCount/817       38925 ns        38925 ns        17907
InversionCount/818       38688 ns        38688 ns        17862
InversionCount/819       38391 ns        38391 ns        17675
InversionCount/820       39551 ns        39551 ns        18010
InversionCount/821       39528 ns        39528 ns        17852
InversionCount/822       39856 ns        39856 ns        17390
InversionCount/823       38708 ns        38708 ns        18240
InversionCount/824       38982 ns        38982 ns        17489
InversionCount/825       40046 ns        40046 ns        17563
InversionCount/826       38982 ns        38982 ns        17361
InversionCount/827       39787 ns        39787 ns        17205
InversionCount/828       40115 ns        40115 ns        17734
InversionCount/829       39079 ns        39079 ns        17667
InversionCount/830       39635 ns        39635 ns        17888
InversionCount/831       39049 ns        39049 ns        17606
InversionCount/832       39870 ns        39870 ns        17190
InversionCount/833       40476 ns        40476 ns        17045
InversionCount/834       39966 ns        39966 ns        16981
InversionCount/835       40416 ns        40416 ns        17536
InversionCount/836       40409 ns        40409 ns        17343
InversionCount/837       40538 ns        40538 ns        17321
InversionCount/838       40099 ns        40099 ns        17336
InversionCount/839       39647 ns        39647 ns        17146
InversionCount/840       40133 ns        40133 ns        17434
InversionCount/841       40748 ns        40748 ns        16869
InversionCount/842       40715 ns        40715 ns        16894
InversionCount/843       40758 ns        40758 ns        16892
InversionCount/844       40848 ns        40848 ns        17061
InversionCount/845       40075 ns        40075 ns        17275
InversionCount/846       41373 ns        41373 ns        17056
InversionCount/847       41299 ns        41299 ns        16792
InversionCount/848       41677 ns        41677 ns        17249
InversionCount/849       41024 ns        41024 ns        17406
InversionCount/850       41011 ns        41011 ns        16679
InversionCount/851       41832 ns        41832 ns        16549
InversionCount/852       41555 ns        41555 ns        16921
InversionCount/853       40343 ns        40343 ns        16784
InversionCount/854       36525 ns        36525 ns        16654
InversionCount/855       41817 ns        41817 ns        16838
InversionCount/856       41955 ns        41955 ns        16438
InversionCount/857       42385 ns        42385 ns        16692
InversionCount/858       42298 ns        42298 ns        16916
InversionCount/859       42206 ns        42206 ns        16660
InversionCount/860       42126 ns        42126 ns        16528
InversionCount/861       41440 ns        41440 ns        16786
InversionCount/862       42145 ns        42145 ns        16477
InversionCount/863       43389 ns        43389 ns        16859
InversionCount/864       42774 ns        42774 ns        16747
InversionCount/865       42660 ns        42660 ns        16688
InversionCount/866       42258 ns        42258 ns        16774
InversionCount/867       42530 ns        42530 ns        16481
InversionCount/868       42677 ns        42677 ns        16459
InversionCount/869       42696 ns        42696 ns        16526
InversionCount/870       42971 ns        42971 ns        16285
InversionCount/871       42844 ns        42844 ns        16168
InversionCount/872       42659 ns        42659 ns        16262
InversionCount/873       42985 ns        42985 ns        16208
InversionCount/874       43813 ns        43813 ns        16131
InversionCount/875       43417 ns        43417 ns        16730
InversionCount/876       42946 ns        42946 ns        18842
InversionCount/877       43120 ns        43120 ns        15950
InversionCount/878       43188 ns        43188 ns        15878
InversionCount/879       43458 ns        43458 ns        16110
InversionCount/880       42781 ns        42781 ns        16490
InversionCount/881       42837 ns        42837 ns        16074
InversionCount/882       44175 ns        44175 ns        16213
InversionCount/883       44213 ns        44213 ns        16102
InversionCount/884       43836 ns        43837 ns        15998
InversionCount/885       44159 ns        44159 ns        16120
InversionCount/886       43014 ns        43014 ns        16046
InversionCount/887       42878 ns        42878 ns        16192
InversionCount/888       44201 ns        44201 ns        15954
InversionCount/889       42821 ns        42821 ns        15823
InversionCount/890       43706 ns        43706 ns        16292
InversionCount/891       43974 ns        43974 ns        16036
InversionCount/892       43436 ns        43436 ns        15735
InversionCount/893       44776 ns        44776 ns        16595
InversionCount/894       44238 ns        44238 ns        15960
InversionCount/895       44680 ns        44680 ns        15868
InversionCount/896       43899 ns        43899 ns        16100
InversionCount/897       44344 ns        44344 ns        16040
InversionCount/898       43790 ns        43790 ns        15799
InversionCount/899       43436 ns        43436 ns        15773
InversionCount/900       42719 ns        42719 ns        15723
InversionCount/901       44630 ns        44630 ns        17933
InversionCount/902       45169 ns        45169 ns        16095
InversionCount/903       44249 ns        44249 ns        16067
InversionCount/904       44629 ns        44629 ns        15929
InversionCount/905       42557 ns        42557 ns        16095
InversionCount/906       44651 ns        44651 ns        15958
InversionCount/907       44624 ns        44624 ns        15846
InversionCount/908       38995 ns        38995 ns        15792
InversionCount/909       44380 ns        44380 ns        15411
InversionCount/910       45252 ns        45252 ns        15467
InversionCount/911       44799 ns        44798 ns        15698
InversionCount/912       44446 ns        44446 ns        15831
InversionCount/913       44243 ns        44243 ns        15778
InversionCount/914       44952 ns        44952 ns        15337
InversionCount/915       45533 ns        45533 ns        15755
InversionCount/916       43218 ns        43219 ns        15440
InversionCount/917       43358 ns        43358 ns        15421
InversionCount/918       44865 ns        44865 ns        15728
InversionCount/919       44676 ns        44676 ns        15331
InversionCount/920       45054 ns        45054 ns        15323
InversionCount/921       45401 ns        45401 ns        15710
InversionCount/922       44323 ns        44323 ns        15260
InversionCount/923       46267 ns        46267 ns        15348
InversionCount/924       45837 ns        45836 ns        15215
InversionCount/925       45560 ns        45560 ns        15316
InversionCount/926       46119 ns        46119 ns        15620
InversionCount/927       46448 ns        46448 ns        15595
InversionCount/928       45775 ns        45775 ns        15085
InversionCount/929       45989 ns        45989 ns        15077
InversionCount/930       45511 ns        45511 ns        15491
InversionCount/931       46390 ns        46390 ns        15245
InversionCount/932       45279 ns        45279 ns        15286
InversionCount/933       45944 ns        45944 ns        15147
InversionCount/934       46501 ns        46501 ns        15168
InversionCount/935       46186 ns        46186 ns        15218
InversionCount/936       41652 ns        41652 ns        15167
InversionCount/937       45884 ns        45884 ns        15176
InversionCount/938       44974 ns        44974 ns        16690
InversionCount/939       46380 ns        46380 ns        15076
InversionCount/940       46474 ns        46474 ns        15150
InversionCount/941       46287 ns        46287 ns        15458
InversionCount/942       47126 ns        47127 ns        15098
InversionCount/943       46361 ns        46361 ns        15263
InversionCount/944       45771 ns        45772 ns        14892
InversionCount/945       47061 ns        47061 ns        16670
InversionCount/946       47126 ns        47126 ns        15007
InversionCount/947       46604 ns        46604 ns        16634
InversionCount/948       46894 ns        46895 ns        14771
InversionCount/949       46866 ns        46866 ns        15216
InversionCount/950       47390 ns        47391 ns        14556
InversionCount/951       46939 ns        46939 ns        14775
InversionCount/952       46691 ns        46691 ns        15023
InversionCount/953       47749 ns        47749 ns        14599
InversionCount/954       46651 ns        46651 ns        14826
InversionCount/955       47151 ns        47151 ns        14655
InversionCount/956       47049 ns        47049 ns        14665
InversionCount/957       47592 ns        47592 ns        14596
InversionCount/958       48009 ns        48009 ns        14802
InversionCount/959       47465 ns        47466 ns        14510
InversionCount/960       47862 ns        47862 ns        16394
InversionCount/961       47183 ns        47183 ns        15457
InversionCount/962       46931 ns        46931 ns        14617
InversionCount/963       47292 ns        47292 ns        14677
InversionCount/964       47916 ns        47916 ns        14580
InversionCount/965       47465 ns        47465 ns        14757
InversionCount/966       47962 ns        47962 ns        14574
InversionCount/967       48438 ns        48438 ns        14413
InversionCount/968       49019 ns        49019 ns        14635
InversionCount/969       46862 ns        46862 ns        14613
InversionCount/970       49173 ns        49173 ns        14499
InversionCount/971       48573 ns        48573 ns        14661
InversionCount/972       47599 ns        47599 ns        14745
InversionCount/973       47484 ns        47484 ns        14681
InversionCount/974       47067 ns        47065 ns        14634
InversionCount/975       48789 ns        48789 ns        14380
InversionCount/976       48875 ns        48875 ns        14724
InversionCount/977       49014 ns        49014 ns        14436
InversionCount/978       48218 ns        48218 ns        14363
InversionCount/979       48161 ns        48161 ns        14501
InversionCount/980       49087 ns        49087 ns        14611
InversionCount/981       49114 ns        49114 ns        14546
InversionCount/982       49160 ns        49160 ns        14134
InversionCount/983       48690 ns        48690 ns        14289
InversionCount/984       48639 ns        48639 ns        14377
InversionCount/985       48985 ns        48986 ns        14053
InversionCount/986       49913 ns        49913 ns        14183
InversionCount/987       50003 ns        50003 ns        14354
InversionCount/988       49223 ns        49223 ns        14281
InversionCount/989       49378 ns        49378 ns        14486
InversionCount/990       50322 ns        50322 ns        14094
InversionCount/991       48424 ns        48424 ns        13758
InversionCount/992       49371 ns        49371 ns        14093
InversionCount/993       50299 ns        50299 ns        10000
InversionCount/994       49471 ns        49471 ns        14222
InversionCount/995       49217 ns        49217 ns        14122
InversionCount/996       49778 ns        49778 ns        13867
InversionCount/997       49381 ns        49381 ns        13979
InversionCount/998       50122 ns        50123 ns        13782
InversionCount/999       49345 ns        49345 ns        14093
InversionCount/1000      50280 ns        50281 ns        10000
InversionCount/1001      50006 ns        50006 ns        13925
InversionCount/1002      50333 ns        50333 ns        13898
InversionCount/1003      49679 ns        49678 ns        13982
InversionCount/1004      50481 ns        50481 ns        14065
InversionCount/1005      50646 ns        50646 ns        13562
InversionCount/1006      50049 ns        50049 ns        10000
InversionCount/1007      50444 ns        50444 ns        14333
InversionCount/1008      51305 ns        51306 ns        14195
InversionCount/1009      51333 ns        51333 ns        10000
InversionCount/1010      51025 ns        51025 ns        13988
InversionCount/1011      51283 ns        51283 ns        13766
InversionCount/1012      50832 ns        50832 ns        10000
InversionCount/1013      51211 ns        51211 ns        10000
InversionCount/1014      51006 ns        51006 ns        13966
InversionCount/1015      50763 ns        50764 ns        13855
InversionCount/1016      50707 ns        50707 ns        13721
InversionCount/1017      50748 ns        50748 ns        13491
InversionCount/1018      50326 ns        50326 ns        13968
InversionCount/1019      51050 ns        51051 ns        13455
InversionCount/1020      51253 ns        51253 ns        13906
InversionCount/1021      52448 ns        52448 ns        13766
InversionCount/1022      50755 ns        50754 ns        13802
InversionCount/1023      51695 ns        51695 ns        10000
InversionCount/1024      52925 ns        52925 ns        13430
