------------------------------------------------------------------
Benchmark                        Time             CPU   Iterations
InversionCount/43520      11407484 ns     11407409 ns           61
InversionCount/44032      11620162 ns     11620061 ns           60
InversionCount/44544      11729210 ns     11729108 ns           59
InversionCount/45056      11928129 ns     11928145 ns           59
InversionCount/45568      12093797 ns     12093687 ns           58
InversionCount/46080      12210529 ns     12210425 ns           58
InversionCount/46592      12450039 ns     12449945 ns           56
InversionCount/47104      12606875 ns     12606790 ns           56
InversionCount/47616      12708895 ns     12708784 ns           55
InversionCount/48128      12915352 ns     12915371 ns           54
InversionCount/48640      13083011 ns     13083035 ns           54
InversionCount/49152      13327247 ns     13327139 ns           53
InversionCount/49664      13373834 ns     13373718 ns           53
InversionCount/50176      13592310 ns     13592227 ns           51
InversionCount/50688      13715388 ns     13715258 ns           51
InversionCount/51200      13932178 ns     13932046 ns           50
InversionCount/51712      14116906 ns     14116921 ns           50
InversionCount/52224      14197429 ns     14197449 ns           49
InversionCount/52736      14410396 ns     14410286 ns           48
InversionCount/53248      14577162 ns     14577034 ns           48
InversionCount/53760      14821404 ns     14821276 ns           47
InversionCount/54272      14933028 ns     14932900 ns           47
InversionCount/54784      15081378 ns     15081258 ns           46
InversionCount/55296      15263426 ns     15263320 ns           46
InversionCount/55808      15464817 ns     15464845 ns           46
InversionCount/56320      15692724 ns     15692762 ns           45
InversionCount/56832      15776261 ns     15775855 ns           44
InversionCount/57344      16015525 ns     16015369 ns           44
InversionCount/57856      16251814 ns     16251675 ns           43
InversionCount/58368      16318814 ns     16318553 ns           43
InversionCount/58880      16601390 ns     16601252 ns           42
InversionCount/59392      16831607 ns     16831486 ns           42
InversionCount/59904      17113910 ns     17113738 ns           41
InversionCount/60416      17265205 ns     17265276 ns           41
InversionCount/60928      17585610 ns     17585631 ns           40
InversionCount/61440      17715951 ns     17715977 ns           39
InversionCount/61952      17914469 ns     17914287 ns           39
InversionCount/62464      18032897 ns     18032732 ns           39
InversionCount/62976      18293364 ns     18293193 ns           39
InversionCount/63488      18487741 ns     18487541 ns           37
InversionCount/64000      18423126 ns     18422973 ns           38
InversionCount/64512      18639927 ns     18639769 ns           37
InversionCount/65535      19212658 ns     19212527 ns           36
InversionCount/65536      19256600 ns     19256433 ns           37
InversionCount/131072     59761246 ns     59761259 ns           13
InversionCount/262144    179017060 ns    179014953 ns            5
InversionCount/524288    430625100 ns    430621764 ns            2
InversionCount/1048576   939417300 ns    939408383 ns            1
InversionCount/2097152  2243501800 ns   2243485941 ns            1
InversionCount/4194304  5240541900 ns   5240498652 ns            1
InversionCount/8388608  11993950700 ns   11989072057 ns            1
InversionCount/16777216 27601545800 ns   27594004774 ns            1
InversionCount/33554432 61847288800 ns   61828077611 ns            1
--------------------------------------------------------------
Benchmark                    Time             CPU   Iterations
--------------------------------------------------------------
InversionCount/512       43662 ns        43662 ns        15980
InversionCount/513       42910 ns        42910 ns        15884
InversionCount/514       43532 ns        43532 ns        15656
InversionCount/515       44216 ns        44216 ns        15757
InversionCount/516       42067 ns        42068 ns        15759
InversionCount/517       43309 ns        43309 ns        15861
InversionCount/518       44098 ns        44098 ns        15647
InversionCount/519       44163 ns        44163 ns        15717
InversionCount/520       44348 ns        44348 ns        16923
InversionCount/521       44206 ns        44206 ns        15416
InversionCount/522       45636 ns        45636 ns        15683
InversionCount/523       44932 ns        44932 ns        16851
InversionCount/524       44693 ns        44693 ns        15985
InversionCount/525       45657 ns        45657 ns        15683
InversionCount/526       45984 ns        45984 ns        15841
InversionCount/527       45568 ns        45568 ns        15190
InversionCount/528       45160 ns        45160 ns        15698
InversionCount/529       45397 ns        45397 ns        18726
InversionCount/530       45946 ns        45946 ns        15241
InversionCount/531       45809 ns        45809 ns        15151
InversionCount/532       45412 ns        45412 ns        14985
InversionCount/533       45551 ns        45551 ns        15348
InversionCount/534       45839 ns        45839 ns        15096
InversionCount/535       45911 ns        45911 ns        15273
InversionCount/536       46946 ns        46946 ns        14732
InversionCount/537       42153 ns        42153 ns        14984
InversionCount/538       46829 ns        46829 ns        14988
InversionCount/539       46995 ns        46995 ns        14754
InversionCount/540       46409 ns        46409 ns        15491
InversionCount/541       46985 ns        46985 ns        14710
InversionCount/542       46885 ns        46885 ns        14945
InversionCount/543       46538 ns        46538 ns        15256
InversionCount/544       46628 ns        46628 ns        14751
InversionCount/545       47317 ns        47317 ns        15035
InversionCount/546       47789 ns        47789 ns        14745
InversionCount/547       46881 ns        46881 ns        13859
InversionCount/548       47244 ns        47244 ns        14685
InversionCount/549       46559 ns        46559 ns        14360
InversionCount/550       47217 ns        47217 ns        14280
InversionCount/551       48115 ns        48115 ns        14997
InversionCount/552       49118 ns        49118 ns        14495
InversionCount/553       48385 ns        48385 ns        14868
InversionCount/554       48220 ns        48221 ns        14563
InversionCount/555       48671 ns        48671 ns        14503
InversionCount/556       48662 ns        48662 ns        14347
InversionCount/557       48355 ns        48355 ns        14366
InversionCount/558       48669 ns        48669 ns        13753
InversionCount/559       49253 ns        49253 ns        14312
InversionCount/560       48848 ns        48848 ns        14239
InversionCount/561       49053 ns        49053 ns        17183
InversionCount/562       49988 ns        49988 ns        13835
InversionCount/563       49690 ns        49690 ns        14116
InversionCount/564       49065 ns        49066 ns        14233
InversionCount/565       48132 ns        48132 ns        13854
InversionCount/566       49418 ns        49418 ns        13475
InversionCount/567       47395 ns        47395 ns        14098
InversionCount/568       50052 ns        50053 ns        10000
InversionCount/569       51020 ns        51021 ns        13547
InversionCount/570       50813 ns        50813 ns        13879
InversionCount/571       50415 ns        50414 ns        14069
InversionCount/572       51070 ns        51070 ns        10000
InversionCount/573       51210 ns        51210 ns        10000
InversionCount/574       50770 ns        50770 ns        10000
InversionCount/575       50258 ns        50258 ns        13757
InversionCount/576       51051 ns        51051 ns        10000
InversionCount/577       51227 ns        51227 ns        13812
InversionCount/578       51657 ns        51657 ns        13517
InversionCount/579       52063 ns        52064 ns        14331
InversionCount/580       51024 ns        51024 ns        13289
InversionCount/581       50151 ns        50151 ns        13023
InversionCount/582       52025 ns        52026 ns        13420
InversionCount/583       50969 ns        50969 ns        13177
InversionCount/584       52115 ns        52115 ns        13059
InversionCount/585       51515 ns        51515 ns        13966
InversionCount/586       52887 ns        52888 ns        13899
InversionCount/587       53083 ns        53083 ns        13026
InversionCount/588       52024 ns        52024 ns        13345
InversionCount/589       53037 ns        53037 ns        12747
InversionCount/590       52035 ns        52035 ns        13429
InversionCount/591       52815 ns        52815 ns        13134
InversionCount/592       52374 ns        52373 ns        13430
InversionCount/593       52800 ns        52800 ns        13621
InversionCount/594       53870 ns        53870 ns        13589
InversionCount/595       52950 ns        52950 ns        12929
InversionCount/596       53509 ns        53509 ns        13310
InversionCount/597       52753 ns        52753 ns        13016
InversionCount/598       53657 ns        53658 ns        10000
InversionCount/599       53452 ns        53452 ns        13078
InversionCount/600       53500 ns        53500 ns        12835
InversionCount/601       54380 ns        54380 ns        13116
InversionCount/602       53619 ns        53619 ns        13440
InversionCount/603       54439 ns        54439 ns        13560
InversionCount/604       54338 ns        54338 ns        13944
InversionCount/605       51277 ns        51277 ns        12845
InversionCount/606       55111 ns        55111 ns        12998
InversionCount/607       54815 ns        54816 ns        13194
InversionCount/608       54359 ns        54359 ns        12426
InversionCount/609       54463 ns        54463 ns        13116
InversionCount/610       55085 ns        55085 ns        13008
InversionCount/611       55310 ns        55310 ns        12552
InversionCount/612       55068 ns        55067 ns        12797
InversionCount/613       55521 ns        55521 ns        12911
InversionCount/614       55520 ns        55520 ns        12366
InversionCount/615       55182 ns        55182 ns        12286
InversionCount/616       54889 ns        54890 ns        12822
InversionCount/617       51778 ns        51779 ns        12824
InversionCount/618       56114 ns        56114 ns        12855
InversionCount/619       55945 ns        55945 ns        13069
InversionCount/620       56409 ns        56409 ns        12506
InversionCount/621       56775 ns        56775 ns        12737
InversionCount/622       55982 ns        55982 ns        13053
InversionCount/623       56319 ns        56319 ns        12712
InversionCount/624       56147 ns        56147 ns        12472
InversionCount/625       55783 ns        55783 ns        12785
InversionCount/626       57222 ns        57222 ns        12344
InversionCount/627       57300 ns        57300 ns        13331
InversionCount/628       56226 ns        56226 ns        12101
InversionCount/629       57864 ns        57865 ns        12424
InversionCount/630       56997 ns        56997 ns        12293
InversionCount/631       57582 ns        57582 ns        12042
InversionCount/632       56986 ns        56986 ns        12356
InversionCount/633       57336 ns        57336 ns        12257
InversionCount/634       58340 ns        58340 ns        12204
InversionCount/635       57074 ns        57074 ns        12406
InversionCount/636       58209 ns        58209 ns        11846
InversionCount/637       57156 ns        57157 ns        13774
InversionCount/638       61875 ns        61876 ns        12042
InversionCount/639       74982 ns        74982 ns        10348
InversionCount/640       57681 ns        57681 ns        12762
InversionCount/641       57574 ns        57575 ns        11963
InversionCount/642       58697 ns        58697 ns        12009
InversionCount/643       57645 ns        57645 ns        11684
InversionCount/644       59260 ns        59260 ns        11700
InversionCount/645       58847 ns        58847 ns        11997
InversionCount/646       59324 ns        59324 ns        11829
InversionCount/647       58156 ns        58156 ns        11789
InversionCount/648       58765 ns        58765 ns        11848
InversionCount/649       60088 ns        60088 ns        11862
InversionCount/650       59276 ns        59276 ns        11761
InversionCount/651       59464 ns        59464 ns        11766
InversionCount/652       60335 ns        60334 ns        11086
InversionCount/653       59436 ns        59437 ns        11822
InversionCount/654       59788 ns        59788 ns        11744
InversionCount/655       60178 ns        60178 ns        11380
InversionCount/656       60659 ns        60659 ns        11777
InversionCount/657       59716 ns        59716 ns        11356
InversionCount/658       60963 ns        60964 ns        11668
InversionCount/659       59959 ns        59959 ns        11458
InversionCount/660       61391 ns        61391 ns        11838
InversionCount/661       60896 ns        60897 ns        11347
InversionCount/662       60065 ns        60065 ns        11681
InversionCount/663       60942 ns        60942 ns        11112
InversionCount/664       61817 ns        61817 ns        11723
InversionCount/665       62174 ns        62175 ns        11417
InversionCount/666       61619 ns        61619 ns        11305
InversionCount/667       62338 ns        62338 ns        11416
InversionCount/668       60981 ns        60982 ns        11626
InversionCount/669       61874 ns        61874 ns        11016
InversionCount/670       63110 ns        63110 ns        11103
InversionCount/671       62063 ns        62063 ns        11422
InversionCount/672       62328 ns        62328 ns        10805
InversionCount/673       63079 ns        63079 ns        11410
InversionCount/674       63086 ns        63086 ns        11520
InversionCount/675       62581 ns        62582 ns        11370
InversionCount/676       62722 ns        62722 ns        11145
InversionCount/677       62345 ns        62345 ns        11400
InversionCount/678       61878 ns        61878 ns        11432
InversionCount/679       62252 ns        62253 ns        10934
InversionCount/680       63405 ns        63405 ns        11188
InversionCount/681       61400 ns        61400 ns        11234
InversionCount/682       63012 ns        63013 ns        11252
InversionCount/683       61825 ns        61825 ns        11336
InversionCount/684       63900 ns        63900 ns        11077
InversionCount/685       63161 ns        63161 ns        10942
InversionCount/686       63459 ns        63459 ns        10888
InversionCount/687       64012 ns        64012 ns        11309
InversionCount/688       63925 ns        63925 ns        10767
InversionCount/689       63708 ns        63708 ns        10794
InversionCount/690       63178 ns        63178 ns        10949
InversionCount/691       64617 ns        64617 ns        10922
InversionCount/692       62824 ns        62824 ns        10796
InversionCount/693       64798 ns        64798 ns        10917
InversionCount/694       57836 ns        57836 ns        10946
InversionCount/695       65627 ns        65627 ns        10935
InversionCount/696       65519 ns        65519 ns        10793
InversionCount/697       65374 ns        65374 ns        10865
InversionCount/698       63472 ns        63472 ns        10895
InversionCount/699       64865 ns        64865 ns        10901
InversionCount/700       65815 ns        65815 ns        10990
InversionCount/701       65817 ns        65818 ns        10357
InversionCount/702       65400 ns        65400 ns        10477
InversionCount/703       66220 ns        66220 ns        10470
InversionCount/704       66084 ns        66084 ns        10504
InversionCount/705       66709 ns        66709 ns        11006
InversionCount/706       65165 ns        65165 ns        10353
InversionCount/707       66278 ns        66278 ns        10575
InversionCount/708       65405 ns        65405 ns        10627
InversionCount/709       66360 ns        66361 ns        10579
InversionCount/710       66600 ns        66600 ns        10283
InversionCount/711       66027 ns        66027 ns        10149
InversionCount/712       66490 ns        66490 ns        10487
InversionCount/713       66699 ns        66699 ns        10732
InversionCount/714       66682 ns        66682 ns        10660
InversionCount/715       66912 ns        66912 ns        10417
InversionCount/716       67823 ns        67824 ns        10498
InversionCount/717       66469 ns        66469 ns        10508
InversionCount/718       68369 ns        68369 ns        10120
InversionCount/719       67300 ns        67300 ns        10192
InversionCount/720       67638 ns        67638 ns        10323
InversionCount/721       68411 ns        68411 ns        10365
InversionCount/722       68444 ns        68444 ns         9950
InversionCount/723       67865 ns        67865 ns        10420
InversionCount/724       68932 ns        68932 ns        10022
InversionCount/725       69032 ns        69032 ns        10036
InversionCount/726       69030 ns        69030 ns        10170
InversionCount/727       68256 ns        68256 ns        10167
InversionCount/728       68882 ns        68882 ns        10171
InversionCount/729       68657 ns        68658 ns         9992
InversionCount/730       69374 ns        69375 ns        10063
InversionCount/731       69358 ns        69358 ns        10154
InversionCount/732       69346 ns        69346 ns        10011
InversionCount/733       69886 ns        69886 ns        10069
InversionCount/734       70366 ns        70366 ns        10440
InversionCount/735       69474 ns        69474 ns        10063
InversionCount/736       69530 ns        69530 ns        10154
InversionCount/737       70325 ns        70326 ns         9892
InversionCount/738       69059 ns        69059 ns         9883
InversionCount/739       70171 ns        70171 ns         9968
InversionCount/740       70521 ns        70521 ns        10055
InversionCount/741       70294 ns        70294 ns         9718
InversionCount/742       70510 ns        70510 ns        10768
InversionCount/743       69637 ns        69638 ns         9917
InversionCount/744       71254 ns        71254 ns         9734
InversionCount/745       71295 ns        71295 ns         9817
InversionCount/746       71737 ns        71737 ns         9955
InversionCount/747       70584 ns        70584 ns         9541
InversionCount/748       70996 ns        70996 ns         9515
InversionCount/749       71335 ns        71335 ns         9796
InversionCount/750       70600 ns        70600 ns         9703
InversionCount/751       70913 ns        70913 ns         9901
InversionCount/752       71550 ns        71550 ns         9652
InversionCount/753       72114 ns        72115 ns         9625
InversionCount/754       72215 ns        72216 ns         9574
InversionCount/755       72225 ns        72225 ns         9801
InversionCount/756       72772 ns        72772 ns         9734
InversionCount/757       72639 ns        72639 ns        10454
InversionCount/758       72222 ns        72222 ns         9846
InversionCount/759       73366 ns        73366 ns         9722
InversionCount/760       72751 ns        72751 ns         9227
InversionCount/761       73308 ns        73308 ns         9558
InversionCount/762       72665 ns        72665 ns         9635
InversionCount/763       73055 ns        73055 ns         9589
InversionCount/764       72641 ns        72641 ns         9480
InversionCount/765       73113 ns        73114 ns         9407
InversionCount/766       74183 ns        74183 ns         9697
InversionCount/767       74006 ns        74006 ns         9576
InversionCount/768       73212 ns        73212 ns         9392
InversionCount/769       73615 ns        73616 ns         9348
InversionCount/770       74080 ns        74081 ns         9563
InversionCount/771       73563 ns        73563 ns         9421
InversionCount/772       74358 ns        74358 ns         9497
InversionCount/773       73457 ns        73457 ns         9372
InversionCount/774       74681 ns        74681 ns         9311
InversionCount/775       74841 ns        74841 ns         9356
InversionCount/776       68984 ns        68984 ns         9180
InversionCount/777       75750 ns        75750 ns         9412
InversionCount/778       74706 ns        74706 ns         9409
InversionCount/779       75268 ns        75268 ns         9294
InversionCount/780       75514 ns        75514 ns         9261
InversionCount/781       75742 ns        75743 ns         9981
InversionCount/782       75174 ns        75174 ns         9327
InversionCount/783       75163 ns        75163 ns         9104
InversionCount/784       75621 ns        75621 ns         9914
InversionCount/785       74951 ns        74951 ns         9049
InversionCount/786       75638 ns        75638 ns         9210
InversionCount/787       77072 ns        77073 ns         9208
InversionCount/788       75402 ns        75402 ns         9250
InversionCount/789       76313 ns        76313 ns         9206
InversionCount/790       77229 ns        77229 ns         9121
InversionCount/791       76071 ns        76071 ns         9065
InversionCount/792       76991 ns        76992 ns         9421
InversionCount/793       76977 ns        76977 ns         9037
InversionCount/794       77224 ns        77224 ns         8936
InversionCount/795       76990 ns        76990 ns         9007
InversionCount/796       71857 ns        71857 ns         8885
InversionCount/797       77479 ns        77477 ns         9267
InversionCount/798       77455 ns        77454 ns         9007
InversionCount/799       76708 ns        76708 ns         9051
InversionCount/800       76818 ns        76818 ns         9102
InversionCount/801       77708 ns        77708 ns         8925
InversionCount/802       78277 ns        78277 ns         8844
InversionCount/803       78707 ns        78707 ns         9055
InversionCount/804       77635 ns        77635 ns         8870
InversionCount/805       78043 ns        78043 ns         8932
InversionCount/806       78709 ns        78709 ns         9020
InversionCount/807       78669 ns        78669 ns         9066
InversionCount/808       78935 ns        78935 ns         8847
InversionCount/809       78852 ns        78853 ns         8824
InversionCount/810       78848 ns        78848 ns         8740
InversionCount/811       78285 ns        78286 ns         8788
InversionCount/812       78577 ns        78577 ns         8789
InversionCount/813       79897 ns        79897 ns         8568
InversionCount/814       80053 ns        80053 ns         8636
InversionCount/815       78792 ns        78792 ns         8671
InversionCount/816       80234 ns        80234 ns         8783
InversionCount/817       80277 ns        80278 ns         8765
InversionCount/818       80279 ns        80279 ns         8799
InversionCount/819       79955 ns        79955 ns         8753
InversionCount/820       80259 ns        80259 ns         8588
InversionCount/821       80021 ns        80021 ns         8855
InversionCount/822       80383 ns        80383 ns         8637
InversionCount/823       81063 ns        81063 ns         8478
InversionCount/824       80095 ns        80095 ns         8589
InversionCount/825       81176 ns        81176 ns         8791
InversionCount/826       79440 ns        79440 ns         8675
InversionCount/827       80396 ns        80396 ns         8683
InversionCount/828       81264 ns        81264 ns         8736
InversionCount/829       82260 ns        82260 ns         8577
InversionCount/830       81113 ns        81114 ns         8418
InversionCount/831       81284 ns        81284 ns         8535
InversionCount/832       80699 ns        80699 ns         8628
InversionCount/833       82574 ns        82574 ns         8618
InversionCount/834       81935 ns        81935 ns         8494
InversionCount/835       81527 ns        81528 ns         8559
InversionCount/836       82592 ns        82592 ns         8556
InversionCount/837       82319 ns        82319 ns         8470
InversionCount/838       82050 ns        82050 ns         8512
InversionCount/839       83358 ns        83359 ns         8534
InversionCount/840       82844 ns        82844 ns         8293
InversionCount/841       82717 ns        82717 ns         8416
InversionCount/842       82886 ns        82887 ns         8554
InversionCount/843       83879 ns        83880 ns         8379
InversionCount/844       83284 ns        83284 ns         8371
InversionCount/845       83276 ns        83276 ns         8479
InversionCount/846       81930 ns        81930 ns         8407
InversionCount/847       83229 ns        83229 ns         8314
InversionCount/848       82940 ns        82940 ns         8282
InversionCount/849       84185 ns        84184 ns         8722
InversionCount/850       83708 ns        83708 ns         8409
InversionCount/851       83624 ns        83624 ns         8376
InversionCount/852       83864 ns        83864 ns         8194
InversionCount/853       84260 ns        84260 ns         8334
InversionCount/854       83617 ns        83617 ns         8373
InversionCount/855       83654 ns        83654 ns         8101
InversionCount/856       83802 ns        83802 ns         8260
InversionCount/857       84974 ns        84974 ns         8276
InversionCount/858       84844 ns        84844 ns         8249
InversionCount/859       85633 ns        85633 ns         8210
InversionCount/860       84898 ns        84898 ns         8073
InversionCount/861       86348 ns        86348 ns         8129
InversionCount/862       85840 ns        85840 ns         8113
InversionCount/863       85505 ns        85505 ns         8082
InversionCount/864       85517 ns        85517 ns         8080
InversionCount/865       86430 ns        86430 ns         8026
InversionCount/866       86035 ns        86035 ns         8008
InversionCount/867       85724 ns        85724 ns         8033
InversionCount/868       86221 ns        86221 ns         8084
InversionCount/869       86529 ns        86529 ns         8060
InversionCount/870       87017 ns        87017 ns         8042
InversionCount/871       87016 ns        87016 ns         7973
InversionCount/872       85496 ns        85496 ns         8056
InversionCount/873       86913 ns        86913 ns         8326
InversionCount/874       86690 ns        86690 ns         7929
InversionCount/875       87135 ns        87135 ns         8040
InversionCount/876       87422 ns        87422 ns         8102
InversionCount/877       87141 ns        87141 ns         8004
InversionCount/878       86619 ns        86619 ns         7932
InversionCount/879       87381 ns        87382 ns         7970
InversionCount/880       87572 ns        87572 ns         7969
InversionCount/881       89177 ns        89177 ns         7967
InversionCount/882       88681 ns        88682 ns         7934
InversionCount/883       87924 ns        87924 ns         7881
InversionCount/884       88050 ns        88050 ns         7919
InversionCount/885       88568 ns        88568 ns         7928
InversionCount/886       89086 ns        89086 ns         7840
InversionCount/887       87849 ns        87849 ns         8136
InversionCount/888       89440 ns        89440 ns         7832
InversionCount/889       89499 ns        89499 ns         7764
InversionCount/890       89716 ns        89716 ns         7815
InversionCount/891       89990 ns        89990 ns         7848
InversionCount/892       89955 ns        89956 ns         7673
InversionCount/893       90363 ns        90363 ns         7756
InversionCount/894       89570 ns        89570 ns         7765
InversionCount/895       89019 ns        89019 ns         7704
InversionCount/896       90093 ns        90093 ns         7787
InversionCount/897       89987 ns        89987 ns         7669
InversionCount/898       90959 ns        90959 ns         7694
InversionCount/899       89662 ns        89662 ns         7712
InversionCount/900       90879 ns        90879 ns         7686
InversionCount/901       90212 ns        90212 ns         8022
InversionCount/902       90957 ns        90957 ns         7730
InversionCount/903       90549 ns        90550 ns         7664
InversionCount/904       90703 ns        90703 ns         7745
InversionCount/905       90704 ns        90704 ns         7820
InversionCount/906       91091 ns        91091 ns         7622
InversionCount/907       90543 ns        90542 ns         7757
InversionCount/908       91385 ns        91385 ns         7731
InversionCount/909       91475 ns        91475 ns         7684
InversionCount/910       91315 ns        91315 ns         7688
InversionCount/911       91884 ns        91884 ns         7739
InversionCount/912       91600 ns        91600 ns         7637
InversionCount/913       92397 ns        92397 ns         7679
InversionCount/914       92066 ns        92066 ns         7574
InversionCount/915       92716 ns        92716 ns         7632
InversionCount/916       91716 ns        91716 ns         7704
InversionCount/917       92841 ns        92841 ns         7576
InversionCount/918       92264 ns        92264 ns         7598
InversionCount/919       92156 ns        92156 ns         7526
InversionCount/920       92428 ns        92428 ns         7494
InversionCount/921       93175 ns        93175 ns         7527
InversionCount/922       92260 ns        92260 ns         7533
InversionCount/923       93186 ns        93186 ns         7418
InversionCount/924       93117 ns        93117 ns         7419
InversionCount/925       93830 ns        93830 ns         7375
InversionCount/926       93524 ns        93523 ns         7405
InversionCount/927       93089 ns        93089 ns         7519
InversionCount/928       93370 ns        93370 ns         7396
InversionCount/929       94013 ns        94013 ns         7406
InversionCount/930       92947 ns        92947 ns         7474
InversionCount/931       93706 ns        93706 ns         7395
InversionCount/932       94353 ns        94353 ns         7402
InversionCount/933       94790 ns        94790 ns         7422
InversionCount/934       95637 ns        95638 ns         7341
InversionCount/935       94899 ns        94899 ns         7381
InversionCount/936       95122 ns        95122 ns         7362
InversionCount/937       94606 ns        94607 ns         7345
InversionCount/938       94467 ns        94467 ns         7347
InversionCount/939       94847 ns        94847 ns         7308
InversionCount/940       95602 ns        95602 ns         7306
InversionCount/941       94159 ns        94159 ns         7270
InversionCount/942       94842 ns        94842 ns         7292
InversionCount/943       95309 ns        95309 ns         7300
InversionCount/944       96547 ns        96547 ns         7284
InversionCount/945       95741 ns        95740 ns         7290
InversionCount/946       95481 ns        95482 ns         7187
InversionCount/947       97234 ns        97234 ns         7139
InversionCount/948       97171 ns        97172 ns         7207
InversionCount/949       96951 ns        96951 ns         7236
InversionCount/950       95979 ns        95980 ns         7187
InversionCount/951       97719 ns        97719 ns         7156
InversionCount/952       97341 ns        97342 ns         7225
InversionCount/953       97496 ns        97497 ns         7197
InversionCount/954       97076 ns        97076 ns         7163
InversionCount/955       97794 ns        97794 ns         7140
InversionCount/956       98143 ns        98143 ns         7175
InversionCount/957       98727 ns        98723 ns         7143
InversionCount/958       98375 ns        98375 ns         7052
InversionCount/959       99037 ns        99037 ns         7079
InversionCount/960       98179 ns        98180 ns         7062
InversionCount/961       98961 ns        98961 ns         7039
InversionCount/962       99261 ns        99261 ns         7067
InversionCount/963       99069 ns        99069 ns         7024
InversionCount/964      100212 ns       100212 ns         7241
InversionCount/965       99423 ns        99424 ns         7078
InversionCount/966       98561 ns        98561 ns         7022
InversionCount/967       99637 ns        99637 ns         6987
InversionCount/968      100402 ns       100403 ns         7017
InversionCount/969       99919 ns        99919 ns         7024
InversionCount/970       98848 ns        98849 ns         6978
InversionCount/971      100282 ns       100282 ns         6941
InversionCount/972      100437 ns       100437 ns         6898
InversionCount/973      101048 ns       101048 ns         6954
InversionCount/974      100787 ns       100787 ns         6965
InversionCount/975      100615 ns       100615 ns         6968
InversionCount/976      101310 ns       101310 ns         6896
InversionCount/977      100798 ns       100798 ns         6913
InversionCount/978      101156 ns       101157 ns         6897
InversionCount/979      101058 ns       101058 ns         6722
InversionCount/980      100962 ns       100962 ns         6903
InversionCount/981      101393 ns       101393 ns         6893
InversionCount/982      102498 ns       102498 ns         6899
InversionCount/983      101559 ns       101559 ns         6744
InversionCount/984      101626 ns       101626 ns         6845
InversionCount/985      101991 ns       101992 ns         6855
InversionCount/986      101675 ns       101676 ns         6826
InversionCount/987      103317 ns       103317 ns         6764
InversionCount/988      102946 ns       102946 ns         6868
InversionCount/989      103512 ns       103512 ns         6732
InversionCount/990      103098 ns       103098 ns         6765
InversionCount/991      103025 ns       103025 ns         6814
InversionCount/992      103467 ns       103467 ns         6794
InversionCount/993      103453 ns       103453 ns         6774
InversionCount/994      103811 ns       103811 ns         6690
InversionCount/995      104071 ns       104071 ns         6641
InversionCount/996      103162 ns       103162 ns         6766
InversionCount/997      103657 ns       103657 ns         6628
InversionCount/998      104069 ns       104069 ns         6713
InversionCount/999      102620 ns       102621 ns         6699
InversionCount/1000     103492 ns       103492 ns         6720
InversionCount/1001     103933 ns       103933 ns         6733
InversionCount/1002     104153 ns       104152 ns         6760
InversionCount/1003     104916 ns       104916 ns         6635
InversionCount/1004     102479 ns       102479 ns         6616
InversionCount/1005     104795 ns       104795 ns         6637
InversionCount/1006     105731 ns       105732 ns         6623
InversionCount/1007     105263 ns       105263 ns         6569
InversionCount/1008     105471 ns       105472 ns         6693
InversionCount/1009     106066 ns       106066 ns         6546
InversionCount/1010     105511 ns       105511 ns         6564
InversionCount/1011     106442 ns       106442 ns         6568
InversionCount/1012     106031 ns       106032 ns         6548
InversionCount/1013     105140 ns       105140 ns         6570
InversionCount/1014     106607 ns       106607 ns         6568
InversionCount/1015     106065 ns       106065 ns         6605
InversionCount/1016     105828 ns       105829 ns         6509
InversionCount/1017     106130 ns       106130 ns         6548
InversionCount/1018     106854 ns       106854 ns         6509
InversionCount/1019     106929 ns       106929 ns         6530
InversionCount/1020     106582 ns       106582 ns         6513
InversionCount/1021     106873 ns       106873 ns         6507
InversionCount/1022     106512 ns       106512 ns         6476
InversionCount/1023     107042 ns       107042 ns         6569
InversionCount/1024     107081 ns       107081 ns         6488
