------------------------------------------------------------------
Benchmark                        Time             CPU   Iterations
InversionCount/45568       1141725 ns      1141717 ns          610
InversionCount/46080       1146925 ns      1146917 ns          604
InversionCount/46592       1181350 ns      1181341 ns          603
InversionCount/47104       1182081 ns      1182067 ns          594
InversionCount/47616       1195187 ns      1195189 ns          582
InversionCount/48128       1213094 ns      1213085 ns          583
InversionCount/48640       1230353 ns      1230346 ns          580
InversionCount/49152       1211113 ns      1211103 ns          576
InversionCount/49664       1219502 ns      1219495 ns          574
InversionCount/50176       1227545 ns      1227538 ns          565
InversionCount/50688       1254372 ns      1254373 ns          545
InversionCount/51200       1264733 ns      1264735 ns          562
InversionCount/51712       1266794 ns      1266785 ns          542
InversionCount/52224       1276260 ns      1276239 ns          534
InversionCount/52736       1304507 ns      1304495 ns          528
InversionCount/53248       1327550 ns      1327539 ns          530
InversionCount/53760       1339690 ns      1339693 ns          534
InversionCount/54272       1343291 ns      1343293 ns          517
InversionCount/54784       1354889 ns      1354846 ns          524
InversionCount/55296       1389435 ns      1389424 ns          502
InversionCount/55808       1392612 ns      1392601 ns          499
InversionCount/56320       1413709 ns      1413699 ns          496
InversionCount/56832       1427550 ns      1427538 ns          505
InversionCount/57344       1418679 ns      1418681 ns          492
InversionCount/57856       1440022 ns      1440024 ns          489
InversionCount/58368       1439602 ns      1439604 ns          486
InversionCount/58880       1464139 ns      1464129 ns          480
InversionCount/59392       1478434 ns      1478426 ns          473
InversionCount/59904       1478707 ns      1478696 ns          466
InversionCount/60416       1510673 ns      1510661 ns          464
InversionCount/60928       1514957 ns      1514945 ns          454
InversionCount/61440       1517149 ns      1517142 ns          455
InversionCount/61952       1531873 ns      1531875 ns          454
InversionCount/62464       1556227 ns      1556215 ns          457
InversionCount/62976       1580417 ns      1580406 ns          440
InversionCount/63488       1576929 ns      1576917 ns          445
InversionCount/64000       1589728 ns      1589717 ns          450
InversionCount/64512       1603081 ns      1603069 ns          437
InversionCount/65535       1613022 ns      1613015 ns          430
InversionCount/65536       1696166 ns      1696169 ns          412
InversionCount/131072      3819410 ns      3819370 ns          182
InversionCount/262144      8794235 ns      8794253 ns           72
InversionCount/524288     25800515 ns     25800564 ns           26
InversionCount/1048576   108191971 ns    108191823 ns            7
InversionCount/2097152   301370550 ns    301371237 ns            2
InversionCount/4194304   747680900 ns    747680079 ns            1
InversionCount/8388608  1823445100 ns   1823418175 ns            1
InversionCount/16777216 4819529000 ns   4819505575 ns            1
InversionCount/33554432 12616529600 ns   12616500667 ns            1
--------------------------------------------------------------
Benchmark                    Time             CPU   Iterations
--------------------------------------------------------------
InversionCount/512        5920 ns         5920 ns       138762
InversionCount/513        6136 ns         6136 ns       122589
InversionCount/514        5758 ns         5758 ns       118293
InversionCount/515        5559 ns         5559 ns       133906
InversionCount/516        5932 ns         5932 ns       118089
InversionCount/517        6182 ns         6182 ns       105402
InversionCount/518        5778 ns         5778 ns       132492
InversionCount/519        6141 ns         6141 ns       124658
InversionCount/520        5581 ns         5581 ns       119097
InversionCount/521        5509 ns         5509 ns       115495
InversionCount/522        6097 ns         6097 ns       116432
InversionCount/523        6192 ns         6192 ns       122184
InversionCount/524        5668 ns         5669 ns       134905
InversionCount/525        6073 ns         6073 ns       123567
InversionCount/526        5981 ns         5981 ns       110928
InversionCount/527        5850 ns         5850 ns       128482
InversionCount/528        5757 ns         5757 ns       138632
InversionCount/529        6157 ns         6157 ns       105990
InversionCount/530        5986 ns         5986 ns       116523
InversionCount/531        5625 ns         5625 ns       135950
InversionCount/532        6275 ns         6275 ns       123683
InversionCount/533        6300 ns         6300 ns       118620
InversionCount/534        6142 ns         6142 ns       115144
InversionCount/535        6226 ns         6226 ns       123283
InversionCount/536        6414 ns         6414 ns       120946
InversionCount/537        6286 ns         6286 ns       110470
InversionCount/538        6075 ns         6075 ns       132064
InversionCount/539        6398 ns         6398 ns       100000
InversionCount/540        6510 ns         6510 ns       111542
InversionCount/541        6031 ns         6031 ns       113812
InversionCount/542        6435 ns         6435 ns       121671
InversionCount/543        6394 ns         6394 ns       117775
InversionCount/544        5887 ns         5887 ns       113828
InversionCount/545        6166 ns         6166 ns       113549
InversionCount/546        6595 ns         6595 ns       116419
InversionCount/547        5899 ns         5899 ns       124642
InversionCount/548        6128 ns         6128 ns       130070
InversionCount/549        6562 ns         6562 ns       126149
InversionCount/550        6293 ns         6293 ns       113495
InversionCount/551        6659 ns         6659 ns       124422
InversionCount/552        6486 ns         6486 ns       105651
InversionCount/553        6595 ns         6595 ns       111419
InversionCount/554        6277 ns         6277 ns       112209
InversionCount/555        6598 ns         6598 ns       126902
InversionCount/556        6577 ns         6577 ns       120611
InversionCount/557        6142 ns         6142 ns       117517
InversionCount/558        6425 ns         6425 ns       125097
InversionCount/559        6751 ns         6751 ns       115335
InversionCount/560        6565 ns         6565 ns        99795
InversionCount/561        6505 ns         6505 ns       112068
InversionCount/562        6702 ns         6702 ns       106925
InversionCount/563        6778 ns         6778 ns       112905
InversionCount/564        6613 ns         6613 ns       116721
InversionCount/565        6078 ns         6078 ns       126692
InversionCount/566        6517 ns         6517 ns       107063
InversionCount/567        6524 ns         6524 ns       119966
InversionCount/568        6389 ns         6389 ns       119414
InversionCount/569        6038 ns         6038 ns       136682
InversionCount/570        6659 ns         6659 ns       128331
InversionCount/571        6608 ns         6608 ns       136988
InversionCount/572        6467 ns         6467 ns        98996
InversionCount/573        6417 ns         6417 ns       109946
InversionCount/574        6230 ns         6230 ns       104799
InversionCount/575        6938 ns         6938 ns       108757
InversionCount/576        3657 ns         3657 ns       189169
InversionCount/577        7093 ns         7093 ns       106560
InversionCount/578        6269 ns         6269 ns       105232
InversionCount/579        6927 ns         6927 ns       115647
InversionCount/580        7224 ns         7224 ns       110046
InversionCount/581        6274 ns         6274 ns       120608
InversionCount/582        6954 ns         6954 ns       113989
InversionCount/583        6763 ns         6763 ns       114073
InversionCount/584        7148 ns         7148 ns       111331
InversionCount/585        6902 ns         6902 ns       109855
InversionCount/586        6798 ns         6798 ns       100257
InversionCount/587        7236 ns         7236 ns       104511
InversionCount/588        7362 ns         7362 ns       103810
InversionCount/589        7044 ns         7044 ns       100408
InversionCount/590        6699 ns         6699 ns        96456
InversionCount/591        6752 ns         6752 ns       126976
InversionCount/592        6847 ns         6847 ns       111344
InversionCount/593        6817 ns         6817 ns       107257
InversionCount/594        6802 ns         6802 ns       100303
InversionCount/595        6962 ns         6962 ns       130067
InversionCount/596        6816 ns         6816 ns        93041
InversionCount/597        7166 ns         7166 ns       110523
InversionCount/598        7163 ns         7163 ns       116882
InversionCount/599        7033 ns         7033 ns        98579
InversionCount/600        7149 ns         7149 ns       106515
InversionCount/601        7305 ns         7305 ns       127818
InversionCount/602        7317 ns         7317 ns       101691
InversionCount/603        7250 ns         7250 ns       102092
InversionCount/604        7266 ns         7266 ns        97477
InversionCount/605        7200 ns         7200 ns       117128
InversionCount/606        6475 ns         6475 ns       117806
InversionCount/607        7034 ns         7034 ns        90789
InversionCount/608        7426 ns         7426 ns        94553
InversionCount/609        7559 ns         7559 ns       114365
InversionCount/610        7397 ns         7397 ns       103975
InversionCount/611        7435 ns         7435 ns        92565
InversionCount/612        7402 ns         7402 ns        89363
InversionCount/613        7284 ns         7284 ns        83461
InversionCount/614        7326 ns         7326 ns       105342
InversionCount/615        7086 ns         7086 ns        93120
InversionCount/616        7188 ns         7188 ns        98130
InversionCount/617        7622 ns         7622 ns        95640
InversionCount/618        7149 ns         7149 ns        87748
InversionCount/619        7573 ns         7573 ns       104367
InversionCount/620        7245 ns         7245 ns        90495
InversionCount/621        7397 ns         7397 ns       101769
InversionCount/622        7071 ns         7071 ns       111377
InversionCount/623        7533 ns         7533 ns        87123
InversionCount/624        7696 ns         7696 ns       116040
InversionCount/625        6916 ns         6916 ns       104869
InversionCount/626        7554 ns         7554 ns        94522
InversionCount/627        7440 ns         7440 ns       103092
InversionCount/628        7523 ns         7523 ns        97096
InversionCount/629        7503 ns         7503 ns        95268
InversionCount/630        6886 ns         6886 ns       101134
InversionCount/631        7715 ns         7715 ns        92055
InversionCount/632        7432 ns         7432 ns        93549
InversionCount/633        7531 ns         7531 ns        89056
InversionCount/634        7054 ns         7054 ns       119609
InversionCount/635        7778 ns         7778 ns        92069
InversionCount/636        7436 ns         7436 ns        95393
InversionCount/637        7691 ns         7691 ns        96712
InversionCount/638        7498 ns         7498 ns       105578
InversionCount/639        7639 ns         7639 ns       107638
InversionCount/640        7858 ns         7858 ns        98564
InversionCount/641        7968 ns         7968 ns       108137
InversionCount/642        8098 ns         8098 ns        97932
InversionCount/643        8007 ns         8007 ns        87680
InversionCount/644        7915 ns         7915 ns       101179
InversionCount/645        8303 ns         8303 ns       101710
InversionCount/646        6755 ns         6755 ns        96148
InversionCount/647        7700 ns         7700 ns        92835
InversionCount/648        8210 ns         8210 ns       107791
InversionCount/649        7597 ns         7597 ns        98325
InversionCount/650        8279 ns         8279 ns        88457
InversionCount/651        8176 ns         8176 ns        97952
InversionCount/652        7815 ns         7815 ns        97471
InversionCount/653        7685 ns         7685 ns        93197
InversionCount/654        8289 ns         8289 ns        91374
InversionCount/655        7944 ns         7944 ns        89890
InversionCount/656        7830 ns         7830 ns        77482
InversionCount/657        8008 ns         8008 ns        96643
InversionCount/658        8163 ns         8163 ns        87396
InversionCount/659        7973 ns         7973 ns        88937
InversionCount/660        8228 ns         8228 ns        99063
InversionCount/661        8265 ns         8265 ns        82964
InversionCount/662        8025 ns         8025 ns        92181
InversionCount/663        7907 ns         7907 ns       103512
InversionCount/664        7924 ns         7924 ns        94265
InversionCount/665        8529 ns         8529 ns        87592
InversionCount/666        8063 ns         8063 ns       100433
InversionCount/667        7911 ns         7911 ns        88559
InversionCount/668        8121 ns         8121 ns        87737
InversionCount/669        8302 ns         8302 ns        99829
InversionCount/670        7826 ns         7826 ns        99746
InversionCount/671        8307 ns         8307 ns        90350
InversionCount/672        8221 ns         8221 ns        94890
InversionCount/673        7956 ns         7956 ns        99469
InversionCount/674        8351 ns         8351 ns        87122
InversionCount/675        8391 ns         8391 ns       104988
InversionCount/676        8204 ns         8204 ns        90293
InversionCount/677        8247 ns         8248 ns        90008
InversionCount/678        7649 ns         7649 ns        92267
InversionCount/679        8615 ns         8615 ns        97933
InversionCount/680        8527 ns         8527 ns        91832
InversionCount/681        8754 ns         8754 ns        88748
InversionCount/682        8238 ns         8238 ns       114846
InversionCount/683        8339 ns         8339 ns        96246
InversionCount/684        8242 ns         8242 ns        96255
InversionCount/685        8721 ns         8721 ns        85596
InversionCount/686        8140 ns         8140 ns        86859
InversionCount/687        8547 ns         8547 ns        81092
InversionCount/688        8556 ns         8556 ns        82165
InversionCount/689        8303 ns         8303 ns        98604
InversionCount/690        8866 ns         8866 ns        92623
InversionCount/691        8398 ns         8398 ns        78135
InversionCount/692        8124 ns         8125 ns        93353
InversionCount/693        8431 ns         8431 ns        99756
InversionCount/694        4502 ns         4502 ns       154320
InversionCount/695        8342 ns         8342 ns        81256
InversionCount/696        8865 ns         8865 ns        76547
InversionCount/697        8054 ns         8054 ns        93663
InversionCount/698        8430 ns         8430 ns        82551
InversionCount/699        8953 ns         8953 ns        81614
InversionCount/700        8766 ns         8766 ns        82541
InversionCount/701        8516 ns         8516 ns        88523
InversionCount/702        8514 ns         8514 ns        84585
InversionCount/703        8750 ns         8750 ns        73767
InversionCount/704        8928 ns         8928 ns        80317
InversionCount/705        9097 ns         9097 ns        77587
InversionCount/706        8543 ns         8543 ns        90054
InversionCount/707        8752 ns         8752 ns        94167
InversionCount/708        9257 ns         9257 ns        76334
InversionCount/709        9272 ns         9272 ns        82353
InversionCount/710        8849 ns         8849 ns        79392
InversionCount/711        8758 ns         8758 ns        91458
InversionCount/712        8964 ns         8964 ns        87136
InversionCount/713        8888 ns         8889 ns        84942
InversionCount/714        9271 ns         9271 ns        91532
InversionCount/715        8507 ns         8507 ns        91501
InversionCount/716        9207 ns         9207 ns        77625
InversionCount/717        8884 ns         8884 ns        86149
InversionCount/718        4726 ns         4726 ns       147878
InversionCount/719        8949 ns         8949 ns        81841
InversionCount/720        9177 ns         9177 ns        77922
InversionCount/721        9285 ns         9285 ns        73388
InversionCount/722        9185 ns         9185 ns        75973
InversionCount/723        9228 ns         9228 ns        77031
InversionCount/724        8945 ns         8945 ns        90078
InversionCount/725        8986 ns         8986 ns        74080
InversionCount/726        8680 ns         8680 ns        78692
InversionCount/727        9145 ns         9145 ns        84821
InversionCount/728        9111 ns         9111 ns        71875
InversionCount/729        9588 ns         9588 ns        83631
InversionCount/730        9126 ns         9126 ns        75408
InversionCount/731        9436 ns         9436 ns        87050
InversionCount/732        4920 ns         4920 ns       138638
InversionCount/733        8964 ns         8964 ns        77330
InversionCount/734        8998 ns         8998 ns        93456
InversionCount/735        9507 ns         9507 ns        78904
InversionCount/736        9479 ns         9479 ns        83991
InversionCount/737        8770 ns         8770 ns        80217
InversionCount/738        9447 ns         9447 ns        69919
InversionCount/739        9464 ns         9464 ns        74800
InversionCount/740        9292 ns         9292 ns        75117
InversionCount/741        9410 ns         9410 ns        72753
InversionCount/742        9121 ns         9121 ns        80267
InversionCount/743        9230 ns         9230 ns        81674
InversionCount/744        9519 ns         9519 ns        76219
InversionCount/745        9452 ns         9452 ns        74405
InversionCount/746        9153 ns         9153 ns        83455
InversionCount/747        9320 ns         9320 ns        70947
InversionCount/748        9324 ns         9324 ns        84791
InversionCount/749        9713 ns         9713 ns        88608
InversionCount/750        9432 ns         9432 ns        71543
InversionCount/751        9410 ns         9410 ns        71852
InversionCount/752        9484 ns         9484 ns        74290
InversionCount/753        9902 ns         9902 ns        67462
InversionCount/754        8921 ns         8921 ns        84210
InversionCount/755        9635 ns         9635 ns        76867
InversionCount/756        8866 ns         8866 ns        74611
InversionCount/757        9789 ns         9789 ns        69296
InversionCount/758        9262 ns         9262 ns        85364
InversionCount/759        9350 ns         9350 ns        85340
InversionCount/760        6857 ns         6857 ns       102734
InversionCount/761        9447 ns         9447 ns        73363
InversionCount/762        9864 ns         9864 ns        84712
InversionCount/763        9487 ns         9487 ns        77419
InversionCount/764        9921 ns         9921 ns        72398
InversionCount/765        9834 ns         9834 ns        64556
InversionCount/766       10015 ns        10015 ns        71277
InversionCount/767        9485 ns         9485 ns        70727
InversionCount/768        9696 ns         9696 ns        73381
InversionCount/769        9266 ns         9266 ns        73564
InversionCount/770        9620 ns         9620 ns        72856
InversionCount/771        9638 ns         9638 ns        76133
InversionCount/772        9603 ns         9603 ns        77059
InversionCount/773        9344 ns         9344 ns        74878
InversionCount/774        9526 ns         9526 ns        81064
InversionCount/775        9612 ns         9612 ns        71648
InversionCount/776        9382 ns         9382 ns        74982
InversionCount/777        9659 ns         9659 ns        74454
InversionCount/778        9463 ns         9463 ns        71865
InversionCount/779        9377 ns         9377 ns        79920
InversionCount/780        8720 ns         8720 ns        82931
InversionCount/781        9272 ns         9272 ns        72808
InversionCount/782        9796 ns         9796 ns        75276
InversionCount/783        9839 ns         9839 ns        73244
InversionCount/784        9302 ns         9303 ns        75033
InversionCount/785        9484 ns         9484 ns        72086
InversionCount/786        9386 ns         9386 ns        76092
InversionCount/787        9426 ns         9426 ns        79319
InversionCount/788        8564 ns         8564 ns        84219
InversionCount/789        9583 ns         9583 ns        70356
InversionCount/790        9632 ns         9632 ns        71799
InversionCount/791        9368 ns         9368 ns        72964
InversionCount/792        8910 ns         8910 ns        80758
InversionCount/793        9988 ns         9988 ns        85308
InversionCount/794        9901 ns         9901 ns        72538
InversionCount/795        9717 ns         9717 ns        76556
InversionCount/796       10020 ns        10020 ns        68321
InversionCount/797       10037 ns        10037 ns        77077
InversionCount/798        9816 ns         9816 ns        75523
InversionCount/799        9873 ns         9873 ns        74588
InversionCount/800        9926 ns         9926 ns        68155
InversionCount/801        9816 ns         9816 ns        69582
InversionCount/802        9872 ns         9872 ns        70860
InversionCount/803       10032 ns        10032 ns        74586
InversionCount/804        9840 ns         9840 ns        70429
InversionCount/805        9657 ns         9657 ns        72237
InversionCount/806        9629 ns         9629 ns        69564
InversionCount/807       10006 ns        10006 ns        72512
InversionCount/808        9640 ns         9640 ns        74101
InversionCount/809        9394 ns         9394 ns        77548
InversionCount/810       10032 ns        10032 ns        75818
InversionCount/811       10098 ns        10098 ns        73242
InversionCount/812       10095 ns        10095 ns        71594
InversionCount/813       10017 ns        10017 ns        69395
InversionCount/814        9516 ns         9516 ns        69939
InversionCount/815        9768 ns         9768 ns        67945
InversionCount/816       10225 ns        10225 ns        78249
InversionCount/817        9895 ns         9895 ns        72112
InversionCount/818        9970 ns         9970 ns        71452
InversionCount/819       10278 ns        10278 ns        70224
InversionCount/820        9364 ns         9364 ns        70513
InversionCount/821       10057 ns        10057 ns        72432
InversionCount/822        9703 ns         9703 ns        76591
InversionCount/823       10242 ns        10242 ns        71466
InversionCount/824       10152 ns        10152 ns        67594
InversionCount/825        9968 ns         9968 ns        72028
InversionCount/826        9750 ns         9750 ns        67976
InversionCount/827        9934 ns         9934 ns        68510
InversionCount/828       10376 ns        10376 ns        69153
InversionCount/829       10273 ns        10273 ns        64961
InversionCount/830       10381 ns        10381 ns        68729
InversionCount/831        9872 ns         9872 ns        68323
InversionCount/832       10167 ns        10167 ns        71547
InversionCount/833       10016 ns        10016 ns        68315
InversionCount/834       10823 ns        10823 ns        67335
InversionCount/835       10430 ns        10430 ns        70172
InversionCount/836       10341 ns        10341 ns        71567
InversionCount/837       10679 ns        10679 ns        67166
InversionCount/838       10021 ns        10021 ns        71097
InversionCount/839       10446 ns        10446 ns        76332
InversionCount/840       10598 ns        10598 ns        68857
InversionCount/841       10931 ns        10931 ns        75569
InversionCount/842       10111 ns        10111 ns        72566
InversionCount/843       10137 ns        10137 ns        71733
InversionCount/844       10269 ns        10269 ns        77750
InversionCount/845       10572 ns        10572 ns        64390
InversionCount/846       10022 ns        10022 ns        66178
InversionCount/847       10772 ns        10772 ns        65086
InversionCount/848       10426 ns        10426 ns        71067
InversionCount/849       10798 ns        10798 ns        64396
InversionCount/850       10803 ns        10804 ns        64816
InversionCount/851       10541 ns        10541 ns        67490
InversionCount/852       10753 ns        10753 ns        69974
InversionCount/853       10358 ns        10358 ns        73360
InversionCount/854        6010 ns         6010 ns       112407
InversionCount/855       10445 ns        10445 ns        70276
InversionCount/856       10733 ns        10733 ns        63716
InversionCount/857       10727 ns        10727 ns        70456
InversionCount/858       10211 ns        10211 ns        77435
InversionCount/859       10533 ns        10533 ns        67498
InversionCount/860       10540 ns        10540 ns        63978
InversionCount/861       10651 ns        10651 ns        67784
InversionCount/862       10220 ns        10220 ns        67377
InversionCount/863       11050 ns        11050 ns        67783
InversionCount/864       11103 ns        11103 ns        67739
InversionCount/865       10875 ns        10875 ns        64691
InversionCount/866       10828 ns        10828 ns        70735
InversionCount/867       11199 ns        11199 ns        67910
InversionCount/868       11185 ns        11185 ns        65090
InversionCount/869       11370 ns        11371 ns        64306
InversionCount/870       10388 ns        10388 ns        68332
InversionCount/871       11105 ns        11105 ns        65083
InversionCount/872       10874 ns        10874 ns        60639
InversionCount/873       10866 ns        10866 ns        62821
InversionCount/874       10894 ns        10894 ns        65617
InversionCount/875       11020 ns        11020 ns        67751
InversionCount/876       10895 ns        10895 ns        66010
InversionCount/877       10943 ns        10943 ns        60690
InversionCount/878       11250 ns        11250 ns        66748
InversionCount/879       11140 ns        11140 ns        64491
InversionCount/880       11062 ns        11062 ns        62284
InversionCount/881       11267 ns        11267 ns        62265
InversionCount/882       11121 ns        11121 ns        61699
InversionCount/883       11091 ns        11091 ns        68644
InversionCount/884       11074 ns        11074 ns        64799
InversionCount/885       11453 ns        11453 ns        66790
InversionCount/886       11366 ns        11366 ns        62559
InversionCount/887       11328 ns        11328 ns        62884
InversionCount/888       11415 ns        11415 ns        61041
InversionCount/889       11051 ns        11051 ns        65974
InversionCount/890       10717 ns        10717 ns        63894
InversionCount/891       10837 ns        10837 ns        63831
InversionCount/892       11394 ns        11394 ns        61194
InversionCount/893       11366 ns        11366 ns        60893
InversionCount/894       10256 ns        10256 ns        69409
InversionCount/895       11008 ns        11008 ns        64891
InversionCount/896       11397 ns        11397 ns        64085
InversionCount/897       11245 ns        11245 ns        62454
InversionCount/898       11112 ns        11112 ns        62313
InversionCount/899       11046 ns        11046 ns        64646
InversionCount/900       11354 ns        11354 ns        65450
InversionCount/901       11406 ns        11406 ns        62858
InversionCount/902       11288 ns        11288 ns        59298
InversionCount/903       11253 ns        11253 ns        61056
InversionCount/904       11220 ns        11220 ns        63349
InversionCount/905       11207 ns        11207 ns        60674
InversionCount/906       11254 ns        11254 ns        59982
InversionCount/907       11632 ns        11632 ns        61532
InversionCount/908       11260 ns        11260 ns        62852
InversionCount/909       11138 ns        11138 ns        61229
InversionCount/910       10748 ns        10748 ns        63884
InversionCount/911       11149 ns        11149 ns        62718
InversionCount/912       10671 ns        10671 ns        64042
InversionCount/913       11442 ns        11442 ns        64801
InversionCount/914       11401 ns        11401 ns        60406
InversionCount/915       11217 ns        11217 ns        62054
InversionCount/916       11795 ns        11795 ns        63815
InversionCount/917       11601 ns        11601 ns        63277
InversionCount/918       11085 ns        11085 ns        62176
InversionCount/919       11503 ns        11503 ns        58395
InversionCount/920       11582 ns        11582 ns        65164
InversionCount/921       11475 ns        11475 ns        65082
InversionCount/922        6842 ns         6842 ns       100696
InversionCount/923       11294 ns        11294 ns        66106
InversionCount/924       11448 ns        11448 ns        61597
InversionCount/925       11550 ns        11551 ns        59802
InversionCount/926       11259 ns        11259 ns        61590
InversionCount/927       11606 ns        11606 ns        59716
InversionCount/928       11425 ns        11425 ns        57403
InversionCount/929       11791 ns        11791 ns        57446
InversionCount/930       11718 ns        11718 ns        61717
InversionCount/931       11575 ns        11575 ns        62838
InversionCount/932       12138 ns        12138 ns        61968
InversionCount/933       11397 ns        11397 ns        60417
InversionCount/934        6982 ns         6982 ns        97316
InversionCount/935       11091 ns        11091 ns        57500
InversionCount/936       11651 ns        11651 ns        57330
InversionCount/937       11606 ns        11607 ns        59495
InversionCount/938       11249 ns        11249 ns        60344
InversionCount/939       12051 ns        12051 ns        60343
InversionCount/940       11622 ns        11622 ns        61681
InversionCount/941       11810 ns        11810 ns        61932
InversionCount/942       11706 ns        11706 ns        60231
InversionCount/943       12066 ns        12066 ns        59670
InversionCount/944       11401 ns        11401 ns        63345
InversionCount/945       11716 ns        11716 ns        59453
InversionCount/946       11782 ns        11782 ns        64698
InversionCount/947       12063 ns        12063 ns        57941
InversionCount/948       11878 ns        11878 ns        59920
InversionCount/949       12002 ns        12002 ns        58894
InversionCount/950       11677 ns        11677 ns        58490
InversionCount/951       12043 ns        12043 ns        57718
InversionCount/952       12018 ns        12018 ns        57946
InversionCount/953       12037 ns        12037 ns        56837
InversionCount/954       12107 ns        12107 ns        59857
InversionCount/955       12150 ns        12150 ns        60760
InversionCount/956       12087 ns        12087 ns        58716
InversionCount/957       12171 ns        12171 ns        57401
InversionCount/958       11974 ns        11974 ns        53971
InversionCount/959       12204 ns        12204 ns        59829
InversionCount/960       11887 ns        11887 ns        58243
InversionCount/961       12021 ns        12021 ns        59162
InversionCount/962       12137 ns        12137 ns        58917
InversionCount/963       12216 ns        12216 ns        54715
InversionCount/964       12062 ns        12062 ns        54776
InversionCount/965       12160 ns        12160 ns        56169
InversionCount/966       11923 ns        11924 ns        61077
InversionCount/967       12369 ns        12369 ns        56750
InversionCount/968       12179 ns        12179 ns        57590
InversionCount/969       12438 ns        12438 ns        60421
InversionCount/970       11384 ns        11384 ns        61242
InversionCount/971       12215 ns        12216 ns        60959
InversionCount/972       12075 ns        12075 ns        56233
InversionCount/973       12313 ns        12312 ns        61205
InversionCount/974       12268 ns        12268 ns        58715
InversionCount/975       12472 ns        12472 ns        57775
InversionCount/976       12563 ns        12563 ns        60788
InversionCount/977       12380 ns        12380 ns        56889
InversionCount/978       12065 ns        12065 ns        58505
InversionCount/979       12141 ns        12141 ns        55175
InversionCount/980       12093 ns        12093 ns        55382
InversionCount/981       12488 ns        12488 ns        55088
InversionCount/982       12184 ns        12184 ns        60697
InversionCount/983       12184 ns        12184 ns        58650
InversionCount/984        9987 ns         9987 ns        71173
InversionCount/985       11814 ns        11814 ns        58894
InversionCount/986       12511 ns        12512 ns        60709
InversionCount/987       12329 ns        12329 ns        56202
InversionCount/988       12504 ns        12504 ns        57931
InversionCount/989       12445 ns        12445 ns        55765
InversionCount/990       12594 ns        12594 ns        56835
InversionCount/991       12521 ns        12521 ns        55051
InversionCount/992       12556 ns        12556 ns        57836
InversionCount/993       12578 ns        12578 ns        55922
InversionCount/994       12274 ns        12274 ns        59578
InversionCount/995       12657 ns        12657 ns        58661
InversionCount/996       12382 ns        12382 ns        57492
InversionCount/997       12516 ns        12516 ns        56475
InversionCount/998       12574 ns        12574 ns        57149
InversionCount/999       12027 ns        12027 ns        57410
InversionCount/1000      12386 ns        12386 ns        56449
InversionCount/1001      12500 ns        12500 ns        57091
InversionCount/1002      12559 ns        12559 ns        54885
InversionCount/1003      12745 ns        12745 ns        55307
InversionCount/1004      12496 ns        12496 ns        54563
InversionCount/1005      12530 ns        12530 ns        54879
InversionCount/1006      11896 ns        11896 ns        59701
InversionCount/1007      12464 ns        12464 ns        56934
InversionCount/1008      12443 ns        12443 ns        57376
InversionCount/1009      12681 ns        12681 ns        55450
InversionCount/1010      12706 ns        12706 ns        54856
InversionCount/1011      12771 ns        12771 ns        57407
InversionCount/1012      12666 ns        12666 ns        54015
InversionCount/1013      12859 ns        12859 ns        53963
InversionCount/1014      12871 ns        12871 ns        55568
InversionCount/1015      12981 ns        12981 ns        54529
InversionCount/1016      12805 ns        12805 ns        54067
InversionCount/1017      12526 ns        12526 ns        53896
InversionCount/1018      13140 ns        13140 ns        54690
InversionCount/1019      12914 ns        12914 ns        55690
InversionCount/1020      12067 ns        12067 ns        58726
InversionCount/1021      12720 ns        12720 ns        54544
InversionCount/1022      12926 ns        12926 ns        56729
InversionCount/1023      13058 ns        13058 ns        55686
InversionCount/1024      14301 ns        14301 ns        48635
